proj_res,res_senti_score,res_sub_score
countri review direct assist provid victim includ shelter reintegr local govern govern entiti work team assist effort identifi rescu traffic individu case intercept individu traffic nepal philippin local ngo success intercept victim transport hub refer care giver commun anti traffic task forc nepal indonesia monitor potenti traffic incid report suspicion local author assist victim inform avail servic addit assist provid countri region public awar campaign provid inform safe migrat traffic risk emerg servic avail messag deliv mass multi media campaign public servic announc road show street theater inclus traffic migrat issu formal formal educ curricula campaign mobil commun member teacher local religi leader vulner advocaci effort traffic nation know celebr volunt time bring attent traffic indonesia commun watch group bangladesh nepal alert local author visit stranger promis employ lure famili promis marriag,0.051923077,0.091025641
support project countri pass anti money launder decemb improv bring legisl complianc intern standard amend expand tool tackl money launder cover greater number crimin offens includ corrupt embezzl drug arm traffic child pornographi crime effect procedur suspend suspici transact place tool collect evid telephon wiretap email surveil control deliveri undercov agent threshold program work support grass root approach motiv public govern corrupt program stride rais awar understand caus consequ corrupt countri outreach includ radio show music youtub channel illustr storybook children guid write gener public recogn report corrupt event hold timor lest launch anti corrupt awar campaign govern timor lest promot campaign public school nationwid exampl includ illustr storybook fifth sixth grade curriculum threshold program fund copi book seek instil anti corrupt valu children teenag make think ethic dilemma face book protagonist,-0.227272727,0.609090909
conduct anticorrupt assess provid recommend futur program,0,0
support local govern elect civil societi timor lest program conduct orient train orient newli elect council member duti clarifi work relationship municip govern implement suco govern perform scale provid clear perform measur enabl partner council track improv perform year year suco participatori plan implement workshop bring council member citizen establish share vision prioriti action plan flexibl follow train conduct respond need emerg focu broad area updat tradit practic build oper skill,0.310416667,0.432638889
project object creation anticorrupt forum design engag public success train investig anticorrupt commission offic build capac commission work similarli project provid gener support assist commission offic particularli oper project provid train expert creat capabl receiv sensit confidenti inform intellig multipl sourc analyz produc report facilit guid oper activ,0.15,0.033333333
program assist indonesia commit creat stabl democraci open institut citizen particip increas transpar collabor local implement agenc civil societi organ strengthen democrat institut polici promot govern account transpar citizen involv local initi increas account nation elect system safeguard media freedom improv qualiti public particip legisl process foster open court support exampl support passag freedom inform collabor ministri commun inform implement strengthen countri anti corrupt effort keep citizen better inform effort includ support integr pact transpar intern indonesia nation elect commiss campaign polit parti financ oversight support nation legislatur develop budget open public scrutini work villag govern establish direct citizen involv select manag local council,0.130769231,0.41025641
foreign assist advanc rule timor lest vital impact give lack institut shortag qualifi legal judici personnel independ timor lest inherit bare function legal plagu system weak program abl provid target foundat cost effici assist justic actor ministri agenc,0.008333333,0.275
project abl monitor open willing court appeal justic sector institut cooper structur issu justic sector project work improv product dissemin inform promot inform court judgment includ better complianc east timores greater transpar timor lest evolv legal framework,0.29,0.49
program train individu cours seminar workshop forum confer cours train public servant busi leader univers professor student gener ecuadorian societi techniqu practic detect prevent investig corrupt level program achiev diffus programmat messag audienc innov mean program strengthen investig influenti abil mass media journalist univers student commun lastli program success implement access inform broadcast applic access public inform,-0.1025,0.364166667
small grant program support social infrastructur equip specif municip servic work mayor council member repres civil societi organ municip program organ strateg plan workshop local advanc particip method manual train facilit group local sector particip identifi major problem area confront commun reach consensu prioriti public servic advisori committe devis effect strategi agenda forward project credibl polit circl donor commun,-0.025694444,0.172222222
avail,0,0
project strengthen nation level democrat process institut ecuador demonstr benefit better local govern promot valu respons public manag activ citizenri local level strengthen local govern promuni encourag respons effect govern advanc prioriti commun transpar manner improv citizen live promuni serv facilit work ecuadorean organ order ensur effect sustain result,0.106060606,0.177777778
septemb finish softwar train commerci registri know unifi busi registri provid support region registr center headway restructur integr manag account itma school base train unit sbtu school base employ unit sbtu school egypt develop conduct train unit agreement ministri educ project work egyptian financi supervisori author efsa financi sector institut strengthen bank financi supervis train employe privat sector train thousand entrepreneur entrepreneur start grow provid financ equiti capit entrepreneur high growth potenti egypt,-0.385,0.66
project facilit adopt local regul relat participatori transpar plan budget help local govern develop strateg plan participatori process assist local govern develop account financi manag system improv local govern perform account function improv perform base budget improv asset manag collabor millennium challeng corpor indonesia control corrupt project instal hardwar system govern procur provinc lgsp assist establish region electron procur agenc west java result save provinci administr budget lgsp assist draft local regul improv servic deliveri local govern develop field test advis ministri home affair legisl applic servic improv action plan model electron citizen inform servic spipm know indonesian public servic contract develop plan achiev minimum servic standard provis local public servic lgsp prepar handbook monitor public procur increas transpar anticorrupt toolkit tool watchdog organ monitor checklist track govern procur process basic principl legal framework primer improv understand nation strategi prevent erad corrupt practic guidanc integr pact implement manual adopt instrument project build capac cso monitor report servic deliveri perform local govern support advocaci watchdog awar project includ citizen report card launch lgsp jurisdict survey citizen satisfact public servic electron citizen inform servic gateway establish district,-0.078947368,0.194298246
project improv capac local wastewat water subsidiari develop util base educ initi offer train trainer program facilit cours cover topic water leak detect oper mainten water sanit plant optim energi chemic project success creation essenti servic deliveri program public outreach campaign develop seri program manag tool million small scale invest water sanit network creat implement busi plan water wastewat compani design launch train program tailor leadership develop junior execut level profession assist compani streamlin financi plan manag report,-0.15,0.293333333
wprr staff draft compil volum standard contract construct manag document govern egypt execut capit invest project session project manag profession train cours conduct member ministri hous util urban develop project staff consult develop test priorit model help water wastewat agenc plan evalu conduct strateg capit invest program wprr provid oversight addit ministri hous construct activ cairo water pipelin project,0,0
gbcr contribut improv busi environ improv procedur regul government agenc project result million annual monet benefit public privat sector increas number regist taxpay increas total revenu increas foreign trade percent increas busi regist januari foreign direct invest increas seven percent gross domest product percent,-0.025,0.244444444
survey corrupt egypt conduct polici paper produc cover govern corrupt access inform bureaucrat reform govern procur reform guid transpar privat sector spell process firm develop employe cod financi conduct nation intern standard produc distribut associ firm final workshop conduct journalist media outlet design enhanc journalist investig report skill particularli cover corrupt investig egypt report toolkit publish copi distribut,-0.271428571,0.685714286
project result provid step indonesia recommend strateg approach local govern program concentr promot autonomi account autonomi object seek improv servic deliveri select sector increas commun particip set vision plan enhanc collect sourc revenu best central govern support autonomi local govern grant right assess collect tax signific potenti expans encourag bargain local busi ordinari citizen gradual ratchet tax fee exchang better servic favor polici secondli mission strategi ideal focu improv account local govern specif regard transpar oversight servic deliveri select sector,0.298412698,0.287301587
support project govern civil societi organ possess data detail plan combat violenc women project support egypt violenc women studi provid egyptian institut factual expert ground advanc nation effort reduc project educ judg prosecutor social worker lawyer amend child support network individu organ activ rais public awar violenc children provid urgent need servic victim risk children women receiv servic train violenc women peopl attend awar rais train gener issu children provid legal assist social psycholog counsel commun leader train rais awar children right peopl attend awar seminar,0.079563492,0.164285714
project help creat custom case manag softwar establish prosecut inform center serv state support center public prosecut establish public inform desk prosecut offic countri train prosecutor human right crimin justic creat human right crimin justic train curriculum,0.046428571,0.200595238
project result increas effici institut capabl border agenc improv commerci legisl polici strengthen govern practic bodi creat enabl environ busi contribut transform egyptian nation competit council global recogn entiti found member global feder competit council,0,0
project help strengthen regulatori capabl egypt mortgag financ author standard mortgag lend underwrit process promot egypt secur lend instrument increas proper mortgag succeed assist central bank egypt strengthen oversight supervis egyptian privat credit bureau project assist establish framework real estat financ industri provid support capit market author develop financi instrument asset back secur assist draft model legisl regulatori procedur protect consum right privat credit bureau establish egypt assist draft regul procedur govern mortgag loan underwrit prepar underwrit document provid technic assist mortgag industri profession administr regulatori bank train mortgag industri profession project establish model properti registri offic provid technic assist engin egyptian busi process properti registr,0.080952381,0.197619048
project assist ministerio publico improv investig prosecut homicid crime develop effect effici inform manag protocol carri analysi plan help depart identifi achiev goal help implement organ crime legisl support expans hour court program support design implement high impact court help mobil justic sector civil societi reduc prevent violenc strengthen victim assist servic support increas account oversight justic sector,0.0425,0.295
cldp conduct confer judg cyber crime issu work increas academ infrastructur research develop creat enhanc knowledg base economi egypt sourc growth confer conduct repres differ egyptian ministri help develop enforc govern ethic law enhanc safeguard use govern fund increas inform transpar includ system ensur public input govern decis make process,-0.4,0.533333333
decemb accomplish includ spearhead improv anti corrupt legal framework countri establish mechan procedur combat corrupt increas transpar account awar salvadoran citizen public offici mass media justic institut civil societi organ project support establish secretariat transpar anti corrupt unifi onlin transpar portal assist systemat account report govern institut,-0.26,0.653333333
program contribut improv transpar effici judici process increas respons local govern citizen need creat opportun citizen particip overse nation govern decis make augment account elect appoint govern offici,0.4,0.45
result project convict rat altern disput resolut mechan increas murder rat decreas commun project implement project increas scientif evid judici case result convict case scientif evid,0,0
revenu increas billion gross domest product ratio rise nearli percent taxpay assist center taxpay advoc unit assist daili request versu project offic crimin investig fiscal complianc excis secur million addit revenu rate return invest transpar effici fair audit increas introduct case select manag modern inform technolog infrastructur provid improv oper greater effici intern revenu agenc,0.26,0.36
project assist somali afar region draft land administr proclam afar region pastor land tenur administr proclam land polici facilit usaid particip ethiopia framework sustain land manag consult meet facilit issu problem constraint land right transact facilit rural land access commerci invest technic financi assist provid moard draft white paper reform streamlin land administr land oper countri high potenti invest area expans work target land certif facilit land transact,0.111428571,0.268928571
septemb jilep contribut improv commerci implement build capac judg lawyer promot develop improv legal educ georgia support univers nation learn center profession group professor student practition support numer school competit trial advocaci moot court mediat client counsel commerci arbitr provid expert review draft modif civil code,0.05,0.15
develop strateg plan state audit offic train auditor chamber control audit trainer project support ministri justic organ region workshop public servic deliveri combat corrupt streamlin perform project activ support government institut ensur proper interpret foia provis deliv train senior middl manag partner agenc build knowledg capac respond foia request local level support cso media organ monitor local govern decis make particip consult mechan dissemin inform citizen conduct social audit,-0.077777778,0.205555556
jamr activ contribut anti corrupt effort increas transpar consist court oper courtroom regul system autom case manag system procedur streamlin inform desk court public awar materi court oper uniform account transpar court personnel train court manag custom servic profession court manag hire provid account judici,-0.25,0.533333333
program deliv map softwar equip train creat linkag district revenu manag system enabl district administr increas fund gener intern small grant provid civil societi organ cso focu expand public particip local govern,-0.083333333,0.155555556
project success improv equiti access health care improv govern stewardship health sector program manag expand institut capac manageri skill need leverag sourc support collabor govern multipl extern partner final project manag increas transpar particip multipl countri stakehold especi civil societi group,0.15,0.5
program spearhead push approv congress freedom inform foia strategi jointli conceiv execut counterpart congress civil societi media program strengthen guatemalan govern implement commit inter american convent corrupt final program assist strengthen oversight agenc bolster nation govern budget transpar manag execut,-0.166666667,0.666666667
project improv fiscal perform municip work municip transfer averag percent total revenu program addit program increas citizen particip oversight public affair establish citizen particip commiss appropri commiss committe,0,0.408333333
project improv institut complianc term qualiti timeli pilot agenc execut branch appli access inform train public servant requir public inform offic effici process project support local ngo promot applic civil societi organ group citizen individu gener high impact result,0.04,0.168333333
januari strengthen local citizen particip mechan dialogu contributor overal strategi increas municip social expenditur food nutrit secur provid assist municip offic women train human resourc particularli indigen women project contribut qualiti municip expenditur advis select municip govern revis updat municip strateg develop plan period support focu structur pdm manag result project strategi promot chlorin potabl water urban rural area serv strengthen food secur nutrit technic assist establish organ deagua water sanit depart oma water sanit offic ospm municip public servic offic respons water manag sanit recruit staff financi manag purchas input chlorin system expans improv water project urban rural area municip project final design public awar campaign write materi radio order chang dietari habit hygien practic project target municip,0.003333333,0.13
program support design implement anti corrupt strategi seek transpar budget process account effici budget execut,-0.5,1
project conduct socio econom censu diamond produc alluvi diamond zone southeastern design refer artisan mine registri combin properti right product data mine assist diamond produc local commun valid mine claim improv capac compli govern requir surround registr document product sale aim secur artisan diamond chain custodi project polici review workshop stimul analysi debat nation level effect intern control system participatori apprais exercis capac build activ diamond valuat mine code awar workshop project improv commun cooper stakehold includ diamond produc collector mine polic local author project develop map databas tool requir build maintain claim registri provid basic train geograph inform system technic staff ministri mine,0.071428571,0.165178571
work guyana revenu author project restructur organ oper function type streamlin total revenu integr process suit hardwar softwar peripher support restructur develop year train plan implement year train staff technic gener area upgrad train facil modern librari develop train materi manual bolster anti smuggl capac develop electron record retriev establish file unit deed registri project implement searchabl databas compani busi name reduc search time day reengin busi registr process involv agenc solidifi process memorandum understand inform share final electron transact busi registr amend import piec enabl legisl develop intern extern portal facilit busi registr ministri financ project establish econom polici analysi unit epau core staff develop macroeconom model train staff techniqu econom analysi macroeconom consist analysi econom report write revis standard bid document procur manual procur handbook evalu criteria manual train procur staff agenc level govern upgrad npta websit upload procur document effect tender parliament project digit year hansard record upload parliament intranet train committe staff includ respons fiduciari committe public account committe econom servic committe upgrad modern parliament librari train parliamentari staff,0.066666667,0.402777778
project increas citizen particip polici make improv capac cso advocaci network technic administr skill provid support physic infrastructur capac train technic assist grant provid civic educ train sensit civic local govern issu women empow women particip local govern elect program provid technic assist revis elector law recommend legisl chang conduct train member mass media televis radio print media code conduct sensit public elect media televis radio print program contribut mediat form altern disput resolut civil case train cadr local mediat provid technic assist format mediat associ provid equip mediat center train ethic relat area provid judg attorney provid comput peripher high court court appeal judg effort reduc backlog case court provid comput peripher judg high court effort enhanc effici research write judgment,0.202222222,0.338518519
program accomplish includ increas popular consensu govern need reform enact polici reform improv transpar alloc inter government transfer local govern improv relat local author tie civil societi actor,0.2,0.3
program manag increas transpar improv account govern hondura program manag rais transpar purchas contract municip council function final area citizen particip program success similar result record municip similarli program object steadi increas council session remain open public,0.06,0.393333333
draft version code civil procedur formal present plenum suprem court pass congress project comment draft organ provid recommend draft crimin code strengthen advocaci particip legal reform project hold meet stakehold conduct workshop facilit concept inform relat innov project financi manag lpa recommend model civil type disput,0.1,0.1
conduct anticorrupt assess provid recommend futur program,0,0
fcpp implement focu legal regulatori draft capac build train sustain legal draft compon predomin relat ongo process amend countri money launder law support passag implement mutual legal assist develop strateg plan indonesian govern agenc analysi develop comprehens nationwid asset forfeitur program design implement standard oper procedur audit investig agenc train compon project focu develop deliveri custom train indonesian privat sector govern profession train design base indonesian law regul complement intern standard best practic profession financi institut regulatori author analyst auditor investig prosecutor judg provid foundat knowledg money launder financi crime place team conduct mock financi money launder investig incept convict train natur deliv indonesian profession seven provinc train deliv number indonesian govern academ privat sector profession area financi investig anti money launder anti corrupt financi investig audit asset trace combat terrorist financ,0.0375,0.3625
indonesia suprem court adopt blueprint reform modern indonesia anti corrupt commerci court year work plan judici acc project assist suprem court achiev reform strategi forth blueprint begin,-0.15,0.65
siap work close train unit educ hundr staff investig techniqu siap work rang director strengthen corrupt prevent effort activ focu public educ court monitor civil servant gift give understand need effect engag citizen siap support educ campaign includ product profession short film corrupt effect ordinari citizen everyday activ film view indonesian commun program reach citizen directli social media doubl number facebook follow add addit twitter follow total mandat includ monitor special anticorrupt court siap help build network univers record analyz corrupt case creat softwar databas allow track faraway corrupt case daili basi furthermor siap support extens independ review conclud corrupt case effort draw lesson learn improv handl futur case indonesia million civil servant oblig report receipt gift siap build learn tool explain gift give regul access time launch suprem audit bodi siap promot intern account integr effort design train staff fraud risk assess siap custom design cours peer review perform audit transfer expertis practic ministri administr reform menpan siap support procedur design instal complaint handl help develop legisl propos increas independ author inspector gener gener elect commiss siap recommend improv campaign financ regul adopt includ public parti financ report internet frequent report oblig disclos famili donat elev monitor report evid subsequ audit,-0.113968254,0.588095238
activ includ have develop case track have train court personnel implement build capac train center restructur human resourc depart activ deem line suprem court reform agenda addit prosecutor train freedom inform law develop compet model offici attorney gener offic headquart assist build curriculum train center,-0.066666667,0.1
project result percentag judg train judici code conduct increas number suprem court decis access public suprem court site cumul increas life project project assist standard court administr procedur draft implement standard oper procedur launch public awar campaign radio print support anti money launder effort open satellit center assist electron tender support project corrupt erad commiss improv wealth report increas number report submit,-0.085714286,0.247619048
recommend call continu cross sector govern program collabor sector educ health,0,0
number peopl affili government organ receiv support anti corrupt train increas facil support wide varieti asean activ includ asean region forum human right resourc center asean scorecard asean econom commun blueprint custom cooper trade facilit assess migrant worker regul repositori area focu facil includ human right migrant labor right trade facilit standard harmon climat chang asean awar educ disast manag anti money launder support traffic person pandem prepared avian influenza,0.017460317,0.367460317
project work directli elect member provinci council governor najaf karbala babil wasit maysan basrah south baghdad diyala salah anbar ninewa north lgpiii provid train provinci council advanc local govern manag tool practic includ set servic deliveri perform measur complet multi year capit invest plan educ newli elect provinci council member role recent legisl project result improv legisl plan budget function improv provinci offici monitor role servic deliv provinc lgpiii help organ structur process staff inform assist amanat baghdad local govern improv financi manag capit project oversight physic inspect capit project addit project build capac iraqi local govern associ ilga high commiss coordin provinc hccp,0.251428571,0.37
project improv livelihood target commun establish good govern practic target commun establish process integr commun drive recoveri develop fund project implement ngo public institut build technic capac implement conflict resolut approach build peac sustain livelihood initi assist person directli affect violent conflict establish imparti profession secur forc draft advoc monitor implement relev legisl promot commun discuss impact corrupt peac process mobil commun monitor donor villag resourc minim potenti corrupt project implement,-0.22,0.733333333
indonesia replac compani revis elimin prior obsolet provis accord modern intern best practic revis allow indonesia streamlin compani registr licens process critic step reduc extrem level inform economi,0.4,0.2
june work begin post elect program earnest research activ build work complet agreement prepar year current agreement effort includ intens consult partner organ prepar detail work plan,0.4,0.65
april increas institut capac school support implement multipl legal clinic clinic cours integr curriculum manner encourag clinic practic project improv skill school faculti primarili jakarta improv capac cso research abl support develop strong linkag cso faculti formal justic institut,0.316666667,0.466666667
method introduc central govern agenc technic assist provid ministri trade ministri financ nation develop plan agenc bappena offic coordin minist economi review nation level regul foundat partner help bappena issu manual develop base experi region addit kota parepar municip south sulawesi establish divers team member compris lawyer activist busi owner addit local govern offici train team give assist assess regul street vendor manag tradit market statement provid framework team prepar draft regul improv exist law deliber approv municip council dprd reason quickli,-0.266666667,0.416666667
build capac ihec strateg plan assist ihec defin mission vision guid principl develop strateg plan assist develop oper plan elector event voter registr governor council elect elect oper plan voter registr iraqi kurdistan region parliamentari elect voter registr parliamentari elect conduct workshop train particip ihec nation offic governor elector offic provid support ihec design implement elect outreach campaign materi fund cso iraq conduct voter outreach awar project focu governor council elect april grant program support elector awar activ target displac famili youth media illiter popul final conduct nationwid survey gaug public opinion credibl effici profession ihec institut percept capac ihec conduct genuin transpar elector process,0.6,0.808333333
taqadum build capac provinci govern seri workshop project develop electron legisl implement track slit assist provinci council monitor implement legisl pass ultim slit provid sustain tool produc regular report implement statu legisl appropri decis maker project educ women provinci govern process dictat servic deliveri assist establish citizen servic desk stop shop inform provinci govern servic channel resolv citizen complaint taqadum conduct baselin follow nationwid citizen satisfact survey provid provinci govern inform percept citizen specif data decis make,-0.15,0.138461538
tarabot support improv provinci power provid enabl environ servic nation develop plan focu strateg area achiev result project facilit develop public sector administr reform strategi establish high level administr reform committe tarabot support establish project manag offic ministri governor offic provid unifi plan implement oversight capabl project support open iraq stop shop busi registr ministri trade significantli reduc time requir regist busi iraq council minist secretariat instruct govern entiti introduc stop shop servic center appropri mandat,0.015,0.301666667
year termin succeed implement fellowship program profession provid research inform parliament legisl matter provid assist staff develop manag budget increas skill area inform technolog commun media public hear nearli percent regist orient program provid inform legisl process oversight role caucu role parliament code conduct,0,0.066666667
icap facilit commun mobil activ district district support commun project project increas capac ordinari citizen activ particip set commun prioriti collabor govern electr water network project complet school project public space project health care project program push femal represent commun action group better integr women need commun develop plan nearli small grant provid victim marla ruzicka iraq victim fund help innoc victim forc iraq militari oper establish expand busi gener incom help obtain rehabilit care overal project reach peopl individu benefit multipl project gener short term long term job,0.008333333,0.212962963
lgpii assist provinci govern develop budget execut process creat custom base inform call gapti autom financi account project track improv transpar implement provinc schedul implement lgpii work repres provinc help creat year provinci develop strategi pdss broad vision statement develop capit invest strategi reach vision provinc present pdss formal central govern includ prime minist march central govern agre incorpor pdss year nation develop plan subsequ assist provinc transform pdss detail pdp simplifi plan process assist iraqi provinc geograph inform base map major citi provinc support urban plan develop servic deliveri project launch pilot success basrah provinc train local engin work base map center,-0.172916667,0.367708333
iraqi civil servant graduat usaid tatweer public administr train cours individu ministri execut offic provinci offic govern agenc outdat ineffect administr practic system replac modern technolog system significantli increas rate capit budget execut establish billion develop plan road school hospit power plant nation develop plan draft civil servic legisl draft budget execut rate go,0.1,0.183333333
anticorrupt area comet success work main institut independ commiss investig indecom financi investig divis ministri financ comet support found develop civil societi group nation integr action limit nial main combat corrupt jamaica comet support see critic found bodi see increasingli effect educ prevent corrupt comet support import technic area counter corrupt reach import bodi combat corrupt jamaica like custom servic comet support promot commun anticorrupt effort public critic success date,-0.096666667,0.483333333
decemb energi team prepar studi plan ministri energi miner resourc develop energi strategi help solv energi crisi help build macroeconom tool help develop strategi better fiscal manag train auditor jordanian govern best practic intern standard govern perform audit help build trust account govern support project jordanian govern adopt govern wide financi inform ministri agenc platform assist jordanian custom help increas effici reduc time clear import export,0.3,0.316666667
rolip support establish technic unit ministri justic judici council overse case manag court administr process effici transpar case manag procedur design implement court program establish provis introductori ongo train court staff profession court administr amend crimin civil procedur cod reduc delay increas transpar enhanc capac deal complex case organiz structur judici career path establish handl special area continu special train judici institut establish enhanc legal research legisl depart ministri justic rolip enhanc expand nationwid autom case manag inform data resourc develop implement masaq predecessor project final continu earlier anticorrupt train focu program sponsor studi tour prosecutor judg unit state learn model prosecut base anticorrupt effort,-0.026530612,0.606122449
work jordanian nation commiss women jncw project support nation campaign increas citizen particip support femal candid municip elect support develop wide rang elect educ materi distribut youth event countri order answer citizen question municip elect project provid support jncw toll free inform line staff elect expert month prior elect project launch jordan women knowledg network focu empow femal municip council member nationwid strengthen abil women perform effect provid platform share experi learn,0.544444444,0.722222222
custom administr modern program help govern jordan develop singl window facilit exchang data govern agenc reduc process time import export transit procedur singl window includ integr risk manag allow govern agenc access data collect autom custom data asycuda world assign risk level shipment base criteria share data electron singl window govern agenc jordanian institut standard metrolog jordan food drug author ministri agricultur abl carri concurr reduc overal process time program train jordan custom offic system peopl includ custom offic busi user broker final program begin jordan trade freedom score increas dramat,-0.15,0.575
area polici project work counterpart develop modern code promot growth increas equiti legisl base result assess current tax depth quantit analysi potenti impact polici chang revenu economi overal econom develop jordan analysi project advisor tandem newli establish polici unit help train project train administr staff modern techniqu introduc intern control capabl engin workflow expand onlin file assist design public taxpay educ campaign support develop effici cost effect small taxpay strategi budget manag area project implement result orient budget complet budget classif establish commit control design implement unifi govern account train budget depart ministri staff draft organ budget design govern financi manag inform establish temporari offic manag implement,-0.108333333,0.411111111
program assist develop legisl framework process necessari support transpar account effort util participatori approach increas stakehold public involv reform program achiev includ creation parliamentari budget offic procur instal electron vote transcript parliamentari chamber establish legisl resourc train center enhanc institut inform technolog commun strategi,-0.05,0.083333333
program conduct court administr assess recommend build consensu reform develop timet implement assist computer enabl judiciari address sourc delay introduc altern disput resolut improv qualiti legal educ judg capac judici institut jordan technic assist give civil societi organ think tank media improv abil advoc monitor judici independ improv judici perform measur reduc corrupt,-0.15,0.6
seminar intellectu properti deliv justic sector personnel peer train seminar focu arbitr commerci contract reach approxim personnel judg assist build judici capac educ program,0,0
project result includ capac build judg success implement court record pilot project revis code judici ethic strengthen union judg allow member better advoc judici independ,0.4,0.25
april seminar judici decis write judg kazakhstan instanc court conduct seminar focu intern standard best practic judici decis write attend peopl countri includ region court judg higher court oblast judg suprem court judg professor research institut justic train judg addit copi newli develop judici decis write manual distribut particip relat distanc learn cours unveil avail judg countri june region judg attend april seminar train colleagu,0.416666667,0.266666667
compon activ includ televis mock trial includ nation televis mock juri trial kind program exposur averag resid kazakhstan role live serv basic introduct function legal street program implement special train student provid lesson basic legal concept right democrat principl secondari school student seri public servic announc psa basic concept air analyt program newli implement juri trial legal framework govern free exercis religion countri project implement program design promot proactiv train includ organ nation round phillip jessup intern moot court competit numer mock trial advocaci skill train support numer educ clinic,0.167632368,0.36529304
project train offici procur entiti young peopl youth enterpris scheme familiar requir compet govern contract train topic includ advanc procur framework contract health procur manual sensit youth entrepreneur procur school colleg sensit district commission area,0.2375,0.45
avail,0,0
commun land right recognit model clrr design carri depth case studi land tenur situat sit manag approach place boni didori forest close collabor boni peopl commun map resourc carri manag step institut multipl state government actor extens institut capac build boni peopl launch collabor kibodo trust analyt review commun land carri,0.285714286,0.535714286
project train personnel involv procur activ procur entiti requir procur legisl regul develop manual guidelin difficult area procur practic publish user guid develop standard bid document support develop intern site princip mean commun inform share depart public procur oversight author ppoa prepar dissemin booklet guidelin potenti bidder increas bidder awar right launch public awar campaign increas awar gener public work ppoa benefit procur reform program conduct procur review procur agenc develop recommend improv prepar procur review manual provid standard format review carri differ consult prepar procur record manag procedur manual guid good practic train mentor procur personnel,0.019246032,0.335912698
year erol assist draft core regul need stand kosovo judici council kosovo prosecutori council support offic presid constitut court meet requir inform public decis time transpar manner erol conduct capac build event justic sector personnel initi develop execut proactiv public media outreach activ increas transpar bolster public knowledg particip justic ongo reform,0,0.066666667
octob program assist establish citizen servic center partner municip demi partner municip increas sourc revenu valu bill outperform partner municip demi assist citizen access municip administr partner municip effect streamlin procedur expedit pend request perform demi partner municip improv local servic superior municip import except case street sidewalk public light citizen satisfact qualiti municip servic partner municip increas case mayor municip manag regularli monitor servic deliveri perform serb major municip begin reach pariti albanian municip financi manag transpar provis servic,0.177083333,0.377777778
beep activ busi citizen polici maker regul kosovo access law regul norm act electron public access searchabl format central locat easili access credit report electron secur onlin portal busi import export significantli fewer documentari requir beep assist kosovo achiev improv world bank busi report make signific progress achiev goal gain place improv overal rank base project recommend municip kosovo implement reform improv transpar administr includ updat municip websit contain busi enabl environ outreach materi addit project contribut develop draft framework law aim establish clear procedur govern permiss inspect reduc govern discret,-0.3,0.52
help prepar seven administr instruct provid guidanc ministri local govern administr mlga oversight monitor local govern project activ engag seri initi perform standard servic deliveri monitor perform improv local govern work mlga partner organ associ kosovo municip council europ final provid hand technic assist develop polici paper draft law facet establish core capac skill need municip,0,0.2
project success build capac local self govern lsg effect manag resourc transpar provid municip servic increas respons lsg need prioriti citizen improv capac lsg manag local econom develop creat awar role local initi countri overal econom develop,0.075,0
kjsp help improv capac kosovo judici council support develop court structur assist court draft judici budget request time produc public servic announc focu judici independ equal access justic right citizen origin seri insid justic develop broadcast make courtroom drama develop uniqu kosovar audienc critic intern process logist manag personnel manag budget control design implement comprehens court manag train deliv model court court renov complet peja prizren ferizaj central file archiv offic creat implement provid comprehens file control manag magistr school launch support kjsp continu legal educ program maintain support kjsp cours magistr prosecutor avail wide rang area includ legal write legal reason ethic case manag legisl draft manual guid draft law kosovo comprehens guid legisl draft publish distribut local intern counterpart final legisl restructur court prosecutori kosovo draft,0.078571429,0.310238095
year select municip project recipi place resid municip advisor oper origin state premis municip develop solut issu oper demand drive respons municip request year oper activ focu implement standard chang public financ local econom develop spatial plan ongo consult advisori servic municip ministri local govern administr mlga ministri environ spatial plan mesp,0,0.016666667
program continu build replic best practic continu identifi opportun support polit chang respond emerg tension contenti issu includ citi plan corrupt healthcar educ justic citizen particip decis make project develop focu destabil critic issu energi mine judiciari intern affair improv person secur human right anti corrupt effort health care educ sector,0.057142857,0.587142857
review judici legal framework enforc judgment judici select process conduct function analysi judiciari perform intern regul procedur ncja develop draft law amend addit law statu judg ncja prepar draft amend addit court budget give self determin judiciari budget plan judiciari budget seminar judg court depart staff conduct curricula judici train center develop train institut develop judici train center staff conduct comprehens public outreach strategi judiciari organ media seminar monthli basi develop final recommend legisl commerci,0,0.293333333
program contribut human right kyrgyzstan potenti influenti countri give gener posit reput human right organ perceiv valu intern recogn protector human right,0.142857143,0.317857143
advoc train center establish foster sustain program effort center local institut provid consist qualiti continu legal educ practic lawyer program provid institut support judici train center legal clinic support provid free legal servic kyrgyz citizen abl lawyer help problem school introduc legal ethic cours curriculum publish relat textbook help program mock trial moot court competit organ increas trial advocaci skill student final program provid attorney critic skill train gain school strengthen connect legal profession countri,0.1,0.281818182
program conduct street train public secular school religi educ institut introduc student basic secular legal concept emphasi right program focu increas student understand secular individu right instil greater knowledg margin commun right legitim mechan interact govern repres institut,0.22244898,0.356972789
project perform plan activ achiev expect output outcom level result implement regulatori chang miss regulatori chang introduc facilit project necessarili implement sustain nation nation level result reduc regulatori burden facto perceiv sme,0,0
assess recommend continu support microfin small medium size enterpris lend seek continu maxim gender sensit approach health improv program promot best practic matern child health promot street basic legal educ program respond lack inform gener popul final work embassi program promot coordin commun respons domest violenc traffic person,0.19,0.405
