proj_desc,desc_senti_score,desc_sub_score
good govern georgia project aim improv transpar institut effici prevent opportun corrupt level govern provid better servic citizen improv commun channel government institut civil societi nation level program promot improv public administr advanc public sector reform target institut human institut capac develop approach municip level program promot respons profession engag local govern project provid space civic engag citi georgia,0.1,0.333333333
judici administr manag reform jamr project aim promot independ strengthen capac georgia judiciari project combin integr area activ includ improv court oper establish court manag recogn effect specialist georgia judici strengthen capac judiciari develop manag court budget public outreach,0,0.066666667
ghana govern program logodep work western region district aim expand public particip local govern support target district increas fund gener intern hop achiev comprehens develop plan,0,0.022222222
consum provid health offici face multipl challeng need address improv health save live health system address challeng work health system strengthen element particular focu prioriti health issu aid tuberculosi malaria matern child health reproduct health varieti problem confront health system relat govern health system approach tackl demand work citizen oversight entiti insid outsid govern enhanc capac exercis voic suppli strengthen health sector actor govern problem confront health system vagu defin poorli understand rule institut exist global local level govern issu interconnect complex exampl corrupt deriv combin intern financ mechan local financi manag practic weak engag citizen health polici dialogu result lack capac civil societi limit incent capac ministri health moh share inform engag stakehold global project,-0.096885522,0.317592593
guatemala transpar anticorrupt program seek creat transpar system manag public resourc nation govern aim gener opportun citizen particip oversight nation govern decis make aim enhanc account elect appoint offici,0.4,0.483333333
program object establish transpar system manag public resourc local govern increas devolut resourc local level result greater respons local govern citizen need provid opportun citizen particip oversight local govern decis make build local capac develop implement reconstruct program strengthen marco depart,0.071428571,0.080952381
guatemala transpar integr project work govern guatemala civil societi organ improv transpar investig prosecut corrupt guatemala major compon project improv capac effect implement guatemala access inform,-0.21875,0.75
local govern project aim improv account confid democrat govern guatemala increas capac local govern provid municip servic promot econom develop increas particip inclus transpar decis make local level seek improv financi manag capac municip increas level sourc revenu select municip improv credit worthi capac select municip improv capac deliv basic servic municip improv environ econom develop work municip,0,0.03125
goal support nation budget transpar program develop anti corrupt framework polici transpar process form spend state budget aim assist state agenc civil societi form anti corrupt coalit,-0.5,1
project design identifi clarifi reinforc properti right land miner diamond mine pilot sit,0.285714286,0.535714286
program object drive govern guyana commit achiev maintain fiscal sustain effici effect regim effici public expenditur manag improv fiduciari oversight gtcp main goal reduct fiscal deficit number day start busi emphasi busi incorpor number day clear import custom goal achiev provid technic assist agenc order improv strengthen institut oper arrang transpar account fiduciari oversight public procur administr human resourc capac polici analysi computer streamlin busi process,0.053333333,0.19
guyana democrat consolid conflict resolut program aim promot citizen particip polici make foster transpar account improv justic reduc vulner ethnic polit conflict overal goal program increas citizen particip polici decis make capac build cso increas transpar govern build block develop polit consensu reduct conflict,0,0
program design improv polici legal framework increas capac local govern effect govern provid basic public servic enhanc transpar local govern citizen particip public inform,0.033333333,0.076388889
program promot establish practic transpar respons account local govern municip municip associ program dissemin best practic municip mancomunidad support civil societi initi propos improv municip govern manag servic provis promot continu transpar polit transit local govern improv capac nation govern entiti support regul local govern engag privat sector organ promot good govern ethic busi practic,0.34,0.18
rule strengthen program hondura design strengthen rule activ improv legal framework increas justic sector capac expand access justic tradit margin group decentr govern resourc author program seek support implement crimin procedur code establish independ apolit effect judiciari establish independ apolit effect public ministri broaden civil societi particip justic sector reform monitor chang mind rule court univers,0.1,0.133333333
hondura corrupt assess assess current situat numer sector includ educ health econom assess recommend strategi futur program,-0.25,0.7
financi crime prevent project fcpp design strengthen indonesia abil combat financi crime fcpp provid technic assist financi intellig unit ppatk suprem audit commiss attorney gener offic corrupt erad commiss ministri financ inspector gener offic fcpp work aid indonesia effort build modern legal institut framework detect prosecut corrupt financi crime separ agreement activ work central bank commerci bank know custom principl special train enhanc financi sector stabil sound support effort aim promot indonesian financi sector safeti sound lead increas invest growth creation,0.069642857,0.515178571
acc project aim assist suprem court govern indonesia implement blueprint develop commerci court establish anti corrupt court improv indonesia invest busi climat project consist technic assist expatri local advisor short term technic assist capac build infrastructur inform technolog support domest intern train type assist determin mutual agreement,-0.166666667,0.433333333
siap seek contribut good govern econom growth indonesia strengthen integr account govern agenc princip nation level support effort account agenc larg technic assist train corrupt erad commiss suprem audit bodi program support effort strengthen polit integr account reduc influenc money polit includ effort strengthen regul polit financ effect oversight enforc,0.1,0.8
project focu sustain deepen reform indonesian justic sector produc corrupt account highli perform justic goal seek achiev effici credibl transpar function suprem court attorney gener offic includ increas compet integr judg prosecutor staff integr meet goal compon project design meet special initi govern strengthen reform process indonesian justic sector,-0.071428571,0.785714286
iccp goal reduc opportun public corrupt implement administr reform greater judici transpar increas enforc capabl fight money launder prosecut case public corrupt reduct opportun corrupt modern public procur system implement electron govern procur,-0.1,0.5
main object assess identifi problem democraci human right govern countri analyz structur opportun constraint differ actor institut face advanc democrat reform aim provid programmat recommend usaid indonesia mission prepar year strategi,0.150793651,0.323015873
asean tatf phase project aim support develop asia pacif econom cooper apec forum base singapor apec facil support technic assist program apec complement similar initi australia develop assist program apec facil demand drive oper address need identifi apec secretariat request assist focu core trade facilit issu promot trade facilit action plan aim cost associ trade region invest facilit action plan focu transpar invest polici coordin,-0.15,0.4
design build accomplish purpos support implement provinci power provid assist directli maintain offic provinc cover indirectli countri produc materi provinci reconstruct team govern actor specif project task support basic governor provinci council oper public invest plan oversight account servic deliveri profession local civil servic assist support institut local govern associ prime minist high commiss affair governor,0.032,0.146333333
overal goal project develop sustain institut capac build peac resolv conflict indonesia participatori process project strive achiev goal activ support strengthen civil societi public institut,0,0.066666667
southeast asia commerci institut reform trade diagnost activ clir trade design allow govern countri interest entiti better understand opportun commerci trade reform southeast asia clir trade examin statu commerci trade facilit particip state includ countri respect strength weak opportun reform base individu countri review opportun broad base respons individu countri find clir trade yield overal region diagnost,-0.2825,0.6875
improv legisl capac consolid democrat gain program indonesia work strengthen legislatur level program work legisl caucu polit parti commiss work help member legislatur reach constitu work deliv good govern support develop transpar account product nation region legisl bodi program follow object strengthen parti coalit select democrat reform support parti bloc legisl enhanc constitu outreach effort assist parti bloc legisl hous research select civil societi organ improv capabl legisl draft analysi enhanc parti repres legisl function dprd pilot support program increas capac nation associ local legislatur provid servic member legislatur,0.35,0.3
educ equip tomorrow justic reform project build main goal provid gener knowledg skill opportun incent pursu career public servic contribut justic sector reform effort strengthen capac higher educ institut provid legal educ research servic contribut justic sector reform effort strengthen capac civil societi organ cso support advoc monitor justic sector reform increas collabor school cso justic sector institut advanc justic sector reform develop gener justic sector practition reform,0.154166667,0.275
regulatori impact assess method wide identifi need certain regul method calcul cost benefit regul weigh altern solut problem identifi method introduc indonesia provid technic assist fewer local govern provinc sumatra java nusa tenggara timur sulawesi assist provid local partner ngo univers locat respect region approach ensur local govern capac analyz regul government stakehold,0.022857143,0.194285714
elect support project provid technic assist mentor train independ high elector commiss ihec help ihec prepar elect assist strateg plan organiz manag strengthen capac manag extern relat implement award program effort strengthen civil societi engag civic voter educ process strengthen partnership civil societi organ ihec,0.586666667,0.78
goal govern strengthen project commonli know taqadum arab word move forward increas abil provinci governor provinci local council better respond need iraqi citizen taqadum provid provinci leader technic assist capac build train plan budget resourc monitor process engag iraqi citizen ensur local prioriti reflect provinci ministeri develop initi project build long term train capac iraqi institut partner univers local govern associ government organ technic assist skill train materi support taqadum assist provinci local elect offici leverag author local govern hold execut servic provid account improv servic deliveri encourag citizen engag oversight system work close commun group introduc concept execut oversight identifi advoc constitu prioriti,0.15625,0.225
administr reform program call tarabot arab linkag provid govern iraq broad support strateg goal strengthen public manag institut improv servic deliveri process better govern improv manag human fiscal resourc tarabot includ compon civil servic reform nation polici manag administr civil servic reform compon help implement merit base civil servic introduc modern civil servic council repres establish feder provinci civil servic commiss creat civil servic train institut nation polici manag compon promot reform strengthen structur nation polici develop identifi reduc number regulatori burden hinder econom growth establish system procedur improv nation polici develop administr compon strengthen servic deliveri function implement administr regul strengthen human financi resourc provinci level improv public servic,-0.0046875,0.305729167
iraq legisl strengthen program design develop strengthen iraq center parliamentari develop strengthen staff capac streamlin legisl process improv committe oper strengthen oversight budget review capac strengthen council repres outreach improv donor coordin develop plan abil overal project focu provid broad base technic support enhanc institut develop build staff capac support member parliament role legisl promot transpar account legisl process,-0.279166667,0.470833333
iraq commun action program icap aim enhanc abil iraqi civil societi local govern meet citizen need program task facilit linkag citizen group ngo govern leader vulner area iraq solv socio econom problem commun drive project specif program seek assist commun abl better articul need mobil resourc outsid commun solv common problem build local execut repres govern better meet need commun assist civilian victim conflict,0.103571429,0.235714286
object lgpii activ consolid gain local govern program continu work iraqi establish strengthen condit institut capac legal polici framework democrat local govern program focu creat capac govern provinci lower level promot polici reform support local govern support clarif role differ level govern promot increas effici local servic deliveri assist develop regular mechan citizen particip government decis make process captur learn systemat studi reflect lgpii aim geograph inform softwar produc citi map util overlay help plan deliveri essenti servic,0.033333333,0.046153846
nation capac develop project iraq effort rebuild iraqi civil servic capac ministri deliv core servic countri project better know tatweer work provid comprehens support critic iraqi ministri govern offic form technic assist special train project aim help ministri adopt system ensur govern purchas contract follow intern princip attract intern contractor mechan place reduc opportun corrupt,0.119047619,0.69047619
project design address good govern issu reduc crime violenc strengthen econom competit jamaica inner citi wide varieti initi includ commun polic civil societi develop counter corrupt econom develop,0.025,0.541666667
core object improv effici public resourc stronger public financi manag implement result orient govern improv revenu administr collect revenu adopt resourc save reform sound polici analysi initi ministri financ increas effici trade border,0.133333333,0.177777778
rule program rolp aim increas judiciari capac train profession staff develop effect technic unit depart program aim build consensu stakehold gener public need empow account judiciari specif object program promot independ empow judiciari assist judici council establish build capac administr offic serv increas public awar rule support program technic activ small grant program improv judici perform reduc delay increas public confid activ target expans scope computer court access manag inform judg litig court case manag,-0.0625,0.15
jordan local govern develop program threshold countri plan program target increas govern transpar account creat healthier democrat sustain commun object strengthen municip govern achiev increas public particip nation local elect media campaign public fora train greater particip women elector polit public fora train media outreach project seek build citizen awar local govern activ oper capac citizen advoc interest hold local govern account hop partnership creat local govern privat sector establish joint committe foster develop cooper servic local capac govern improv train manag personnel fiscal system final capac municip advoc democrat defend municip interest polici dialogu workshop support establish nation associ municip strengthen,0.108333333,0.216666667
larger threshold countri plan custom administr modern program jordan assist jordan custom modern inform commun technolog infrastructur introduc streamlin busi process train custom offic busi user technolog procedur commun modern effort public outreach campaign program design improv jordan trade freedom score heritag foundat index econom freedom trade freedom score measur countri averag tariff rate extent tariff barrier,0.12,0.293333333
year project focu activ area polici administr budget manag public awar campaign,0,0.066666667
jordan legisl strengthen program provid technic assist train advisori servic procur parliament jordan central object program assist parliament jordan strengthen legisl budgetari oversight capac increas institut transpar account promot citizen particip parliament improv public understand parliament,0,0.158333333
jordan improv rule program masaq aim provid assist govern jordan especi ministri justic promot transpar improv effici jordanian court promot independ judiciari strengthen judici train jordan object program increas number skill knowledg judg effici transpar court program goal improv awar justic sector court servic legal right civil societi activ,0.242857143,0.367857143
judici educ project aim provid special technic train judg lawyer legal associ suprem court personnel train mean equip particip handl econom issu intellectu properti right busi registr licens taxat address train need identifi suprem court focu judici educ capac build court personnel project aim inform group chang commerci regulatori regim increas number judg particip train improv capac kazakhstan court help ensur rule line intern norm best practic particip judg prepar develop kazakhstan legisl increas transpar commerci invest kazakhstan attract foreign organ multipli impact program project teach judg train colleagu provid sustain futur legal structur,0.229336735,0.374234694
kjap core program object revolv plant seed long term system chang area judici train support judici academi hereinaft refer institut justic kazakhstan court video record pilot project media train citizen awar technic assist union judg kazakhstan technic assist core structur legisl reform,-0.05,0.4
kazakhstan suprem court recent take step modern increas transpar oversight countri legal judici reform program aim strengthen independ account kazakhstan judiciari improv suprem court administr system enhanc manageri capac initi process revis judg train effect express judici decis write stakehold judici decis write manual court administr manual develop goal increas transpar judici process effici judiciari administr system evalu updat suprem court manag plan intern procedur,0.133333333,0.25
legal educ reform civic educ program aim support public legal educ program aim bolster public legal literaci correspond abil assert right,0.147619048,0.211507937
overal object project support kenya public procur oversight author ppoa carri forward implement reform public procur process achiev greater transpar account procur,0.166666667,0.211111111
focu legisl strengthen program nation assembl kenya program improv effect kenyan parliament target support department committe propos budget committe watchdog committe public account public invest committe project seek implement expand parliamentari internship program provid support review hous rule provid train parliamentari research committe clerk support legisl review budgetari oversight function department committe provid updat exist develop committe resourc,0,0.066666667
work ministri land kenya wildlif servic secur right land natur resourc biodivers livelihood northeast coast secur project aim bring transpar land administr secur land right indigen commun resolv land conflict promot sustain manag forest marin resourc,0.285714286,0.535714286
reform public procur kenya design reduc public sector corrupt overhaul public procur specif concentr health care procur deliveri suppli chain task approach holist avoid stovepip support govern effort control corrupt improv public servic improv kenya perform critic corrupt indic goal foundat strong transpar link procur expenditur high standard health care servic critic govern ministri offic robust capac govern privat sector civil societi monitor progress advoc reform,-0.090666667,0.454
erol strengthen independ account effici effect justic ensur access citizen bolster public confid rule increas demand justic increas knowledg respect particip justic,0,0.066666667
goal democrat effect municip initi demi promot good govern kosovo municip better skill transpar respons local offici engag citizen work improv servic creat prosper commun addit goal support implement envis ahtisaari plan enshrin kosovo constitut,0.4,0.366666667
kosovo busi enabl environ program beep object promot econom polici increas busi access provid stabl clear minim intrus legal busi oper environ reduc trade barrier neighbor countri improv trade polici access inform capac build reduc lend risk financi sector project pursu increas high qualiti inform avail credit registri improv lend decis reduc credit risk borrow cost project work municip kosovo bolster econom activ region final program aim help transpar tender process good servic conduct kosovo municip partner municip aim introduc pilot program electron tender procur good servic consist intern best practic especi procur report problemat suscept corrupt nation municip level,0.295,0.577916667
effect municip initi project aim support local govern reform process kosovo project main compon address major area import local govern assist stand post statu agreement municip link kosovo institut assist central govern kosovo creat legisl framework provid better guidanc oversight complianc relev law municip increas abil origin municip compli framework provid better servic deliveri increas sourc revenu improv democrat process,0.175595238,0.297619048
project aim address democrat govern econom growth instil democrat principl countri project aim establish polit administr financi autonomi local govern,0,0
purpos kosovo justic support program kjsp develop rule contribut improv capac kosovo judici council oper effect effici independ judiciari improv court administr improv profession judg court staff support transform court effici repres serv albanian popul develop ministri justic legal draft polici formul guidanc skill establish support organ tool need build effect public prosecutor servic underli object kjsp activ support independ judiciari increas oper capac administ justic fairli effici addit kjsp aim work select rule regul area court administr judici govern uniform standard court fee exampl help elimin opportun corrupt creat random determin oversight creat equal access,-0.133333333,0.336111111
local govern initi kosovo aim improv legisl framework local govern improv effect respons transpar account local govern activ focu central local govern central level task assist newli form ministri local govern administr mlga draft local govern legisl implement local level task assign resid municip advisor select municip provid demand drive train mentor municip staff improv manag leadership improv citizen particip municip decis make enhanc transpar account foster local econom develop surround municip project task establish citizen servic center municip strengthen abil local govern provid better effici municip servic citizen,0.030769231,0.084615385
program kyrgyz republ begin respons countri polit crise program demonstr support democraci central asia support effort aim establish transpar account effect govern nation local level violenc mass displac stem june event southern countri highlight need immedi target assist address emerg sourc instabl conflict commun potenti derail ongo democrat transit constitut referendum follow parliamentari presidenti local elect repres critic mileston establish stabl secur democraci program aim support countri effort encourag democrat process help build trust commun citizen govern,0.16,0.23
judici reform assist project jrap compon millennium challeng corpor threshold program mcctp kyrgyzstan aim strengthen rule improv judici personnel intern judici manag streamlin legal framework handl commerci case increas public access manag judici inform goal increas independ effect judici jrap focu implement judici reform compon kyrgyzstan threshold countri plan critic element achiev goal includ improv court personnel judici select process disciplinari judici budget enforc judgment court autom jrap initi intens effort design implement plan assess statu judici work enact identifi area reform technic project beneficiari staff work group,0.1,0.133333333
goal program enhanc capac local civil societi group rapidli respond human right violat provid advoc skill defend right freedom assembl equip local group tool combat gender base violenc bride kidnap,-0.038095238,0.361904762
legal educ reform civic educ util legal educ reform improv access imparti justic aim support creation nation kyrgyzstan help introduc addit skill base train prepar attorney advoc adequ,-0.133333333,0.466666667
legal educ reform civic educ program focu improv legal awar youth aim increas legal knowledg skill margin religi commun help engag effect justic govern institut,0.2,0.2
project primari object reduc regulatori burden busi aim establish effect self sustain mechan monitor legal regulatori environ busi identif busi constraint reduct effect inform public privat dialogu work govern streamlin process inform effect dialogu partnership privat sector public sector reform process aim result better polici deregul local nation region level proper implement law regul lead improv busi environ sme,0.116666667,0.155555556
countri gender assess develop gender issu central achiev strateg plan assist object promot gender equal women equal opportun benefit contribut econom social cultur polit develop hop women enjoy social valu resourc reward realiz human right,0.094047619,0.252380952
overal goal strengthen civil societi monitor capac moldova program strengthen monitor capac civil societi mass media help prevent deter corrupt accomplish goal program activ support primari object improv transpar support public scrutini govern perform mass media ngo diversifi improv qualiti investig journal promot access inform project target increas public awar corrupt cost number initi anti corrupt reform exposur corrupt media sanction corrupt result media report press coverag corrupt issu improv press coverag corrupt issu expect result,-0.388888889,0.792592593
project support govern make reform necessari countri join implement bilater trade agreement meet oblig asean econom commun follow strategi econom growth poverti reduct technic assist provid ministri industri commerc ministri nation assembl judiciari nation chamber commerc effort modern deepen commerci law polici judici procedur institut capac keep domest need intern best practic support implement reach trade agreement project help advanc rule improv govern stimul econom growth,0.6,0.3
purpos baladi plu project provid technic assist support baladi program select municip allow better manag resourc expand public servic baladi program work encourag innov servic deliveri local govern grant program manag local ngo fund propos municip union municip consult local commun respond govern econom opportun need citizen complementari baladi plu program technic assist offer local govern select baladi award submit promis propos award fund limit shortcom award criteria express improv govern econom opportun citizen municip potenti appli baladi grant futur baladi plu primarili aim improv place financi administr regulatori system promot transpar effect govern local level promot account participatori govern engag cso local stakehold local develop project center citizen need,0.04,0.066666667
lebanon water infrastructur support enhanc wise project aim enhanc lebanon capac manag water resourc water wastewat infrastructur upgrad relat manag support project aim identifi priorit design build implement intervent area includ fill potabl water wastewat network infrastructur gap deliv potabl water network potabl water treatment plant implement leak detect reduct revenu water program build water establish capac capit invest plan asset manag believ invest addit sustain potabl water wastewat infrastructur develop econom valu water sector strengthen contribut prosper stabil lebanes economi promot decentr servic deliveri improv health livelihood underserv lebanes citizen,0.7,0.9
goal lebanon water wastewat sector support program lwwss help govern entiti beirut mount lebanon water establish bmlwe north lebanon water establish beka water establish south lebanon water establish slwe improv water wastewat servic program aim help water establish advanc financi oper sustain overcom challeng face includ staff shortag age workforc,0,0
support polit process lebanon program launch critic period develop lebanon elector elect occur follow introduct better expect fell short intern standard program launch address shortcom highli contenti polit charg parliamentari elect main area assist support ministri interior municip moim elector reform initi facilit establish independ elector commiss develop train capac elector offici engag nation region intern train opportun review elector procedur,0.377777778,0.488888889
strengthen independ judiciari citizen access justic sijcaj project rule initi provid support lebanon judici project aim strengthen lebanon judici institut increas judici independ improv court administr increas citizen access justic,0,0
assist sustain local democrat practic lebanon project focu standard procedur increas transpar expand municip revenu base strengthen role local govern econom develop,-0.2,0.25
main goal transpar account grant program foster good govern lebanon sector empow local civic associ conduct activ promot good govern enhanc role advoc reform lebanon encourag construct public privat partnership local civic organ govern agenc effort increas transpar program provid grant local organ project promot transpar account good govern public privat sphere,0.251851852,0.251851852
purpos build recoveri reform democrat govern brdg liberia program place manag quick respons mechan support activ contribut liberia democrat transit larger scale brdg liberia design contribut liberia success transform state societi manag nation stabil recoveri democrat reform,0.211111111,0.333333333
govern econom manag assist program gemap aim improv govern enhanc transpar account solid foundat sustain peac agreement conceiv direct respons concern govern intern partner mismanag public resourc liberia post conflict transit threat repres peac process element gemap model includ emb senior advisor govern ministri state own corpor institut modern financi manag system ensur level commit support polit intern partner assess organiz effici polici procedur law regul identifi institut intern control improv oper inform technolog streamlin process ensur maximum transpar build skill profession intens train tailor cours,0.18,0.373333333
land right commun forestri program liberia overal goal advanc polici practic land forest resourc manag introduct adapt manag right base learn base approach program object develop legal polici framework strengthen support commun manag sustain natur resourc particularli forest system develop strengthen assur properti right natur resourc user owner manag commun forest econom opportun commun improv,-0.09047619,0.63452381
libya rule program seek reform elect transit relat rule equip associ sustain provid rule focu civic educ train teach nationwid reach hundr libyan lawyer civil societi member,0.8,0.9
object judici strengthen project help macedonian judiciari evolv independ self govern effect account branch govern capabl meet need citizen busi organ prompt imparti protect right adjud legal disput promot advocaci citizen particip judici sector reform independ effici consist applic judici sector polici practic effect legal personnel effici process project activ account need fight corrupt polit interfer affair judiciari,0.046428571,0.483928571
project aim develop share good practic transpar account respons oper local govern macedonia region encourag citizen involv decis make local level,0.233333333,0.2
macedonia local govern activ mlga aim assist macedonian municip support develop financ improv municip financi manag capac strengthen municip improv fee collect local level help municip stimul local econom develop increas local govern transpar account,0,0
jrip object strengthen capac judici sector profession institut formul implement chang ensur judici continu evolv effect institut abl meet need citizen protect right provid prompt fair adjud disagr,0.492857143,0.717857143
human institut develop program hidp object improv perform institut consid futur macedonia context usaid strategi hidp develop capac establish start institut conduct perform assess implement seri perform improv solut hidp provid train usaid local partner conduct academ program strengthen emerg leader creat intervent address specif technic area local partner organ give small grant ensur project alumni succeed carri action plan develop train program provid direct technic assist state commiss prevent corrupt scpc,-0.078571429,0.285714286
macedonia project assist develop effect respons account local govern continu local govern reform project provid technic assist area govern republ macedonia associ unit local govern zel local govern area activ includ polici assist central govern fiscal educ polici institut support associ municip zel associ commun enterpris adkom capac build municip area financ budget administr urban plan permit local econom develop citizen particip implement small project contract fund municip good govern fund mggf,0.05,0.138888889
court strengthen modern project work macedonian judiciari commun increas judiciari overal capac focu court practic perform transpar account project formul implement chang current framework law better enabl independ judiciari work develop implement proactiv case manag practic includ backlog reduct capac court administr manag judiciari increas court presid judg court administr train project increas capac exist legal train institut pilot basi introduc improv exist level autom computer,0.225,0.35
purpos project reduc corrupt madagascar strengthen capac malagasi govern anticorrupt institut mobil civil societi improv public awar engag overal fight corrupt project character comprehens focu strengthen complementari forc fight corrupt civil societi govern,-0.375,0.766666667
project focu tackl corrupt countri improv account transpar govern institut strengthen govern institut activ focu empow media civil societi demand corrupt free servic govern,-0.2,0.933333333
project seek improv effici account transpar local govern engag civil societi organ local govern develop expand media coverag local govern project help implement improv financi manag system procedur fiscal plan budget framework expenditur control procur procedur account audit practic sustain develop polici task help promot social cohes sustain develop local level integr inform technolog commun life,0.006666667,0.013333333
purpos moldova rapid govern support program mrgsp support wide rang govern reform moldova includ design implement etransform strategi govern moldova support design reform judici administr support agenc payment intervent agricultur support design system custom servic strengthen govern institut fiscal,-0.1,0.4
mexico greater transpar account govern program focu central aspect good govern transpar access public inform sound manag public financ,0.266666667,0.313888889
mexico justic secur program work primari object promot legisl framework crimin justic reform strengthen institut human capac implement crimin justic reform empow civil societi organ foster crimin justic reform,0,0.1
busi regulatori invest trade environ program brite aim engag enabl empow govern privat sector civil societi design implement reform reduc cost risk busi moldova project aim improv administr reduc administr burden pay tax term time cost file increas revenu collect streamlin busi process reduc administr burden complianc govern regul increas transpar reduc time cost move good border identifi support implement high impact regulatori reform improv busi environ overal,0.43,0.57
usaid rule institut strengthen program rolisp aim strengthen institut capac transpar account justic sector institut order bolster independ effect profession judiciari reduc opportun corrupt particular activ conduct rolisp lead effect transpar account moldovan judiciari strengthen capac superior council magistraci depart judici administr improv profession judici prosecutori cadr enhanc institut oper capac nation institut justic improv public legal awar increas capac civil societi organ monitor advoc judici sector reform,0.113333333,0.5
local govern support project lgsp seek assist moldovan local govern design implement polici procedur contribut good govern develop capac meet decentr author servic transpar manner provid basic servic engend growth local economi servic cost effect effici,0.14,0.145
moldova busi administr reform project biztar object support govern moldova effort encourag product invest improv busi environ lower overal burden state regul privat enterpris project focu streamlin busi state interact regulatori reform promot effici administr procedur ensur report requir busi purpos keep minimum need effect govern oper plan reduc regulatori administr burden privat enterpris streamlin administr curtail opportun corrupt improv access citizen busi govern inform,-0.5,1
project design improv govern moldova nation govern institut includ ministri health ministri justic judiciari state servic overarch goal program reduc corrupt sector corrupt identifi millennium challeng corpor countri threshold plan indic constraint moldova elig millennium challeng account,-0.5,1
program support govern mongolia effort acceler polici liber process promot increas competit economi achiev broad sustain privat sector econom growth project work citizen equip particip dialogu econom issu govern agenc improv commun open public,0.020833333,0.293055556
busi plu initi project design support enhanc role privat sector mongolia econom growth complement support govern mongolia strategi advanc follow object improv implement busi enabl polici strengthen privat sector capac competit increas financi sector capac enabl environ,0,0
project object build capac civic organ educ mobil voter leverag mobil commun technolog engag voter share inform campaign enhanc public particip polit process elect cycl particular women youth,0.322222222,0.433333333
overal object project judici transpar independ account program focu improv court administr case manag enhanc transpar effici court provid technic assist train equip focu case manag court assist legal educ legal ethic,0.2,0.2
goal stage project strengthen democrat govern build transpar account regulatori legisl environ ensur principl check balanc stage support govern mongolia bolster anti corrupt effort improv administr reform stage seek strengthen legal polici framework good govern administr reform empow anti corrupt agenc fulfil mandat increas privat sector engag anticorrupt effort improv capac civil societi monitor anti corrupt effort public privat sector enhanc account transpar procedur clariti pilot administr agenc encourag innov reform initi increas support awar anti corrupt administr reform program build previou mongolia anti corrupt support mac program implement usaid fund,-0.2,0.733333333
corrupt assess studi montenegro base anticorrupt assess framework actor institut delin strength weak countri system initi identifi obstacl opportun reform offer strateg programmat recommend base sound analysi need opportun constraint,-0.415,0.805
train advocaci network project goal strengthen rural civil societi institut region aimag enabl build effect relationship govern bodi expand improv servic commun form network cso strengthen advocaci outreach activ,0,0
project goal reduc deter corrupt mongolia improv legal framework increas public awar strengthen govern capac combat corrupt project seek strengthen capac independ author corrupt iaac prevent corrupt strengthen capac prosecut adjud corrupt case improv interag coordin combat corrupt increas citizen engag prevent corrupt,-0.366666667,0.807407407
goal appeal project promot democrat reform econom growth improv legal institut administr process target government agenc primari object project strengthen awar understand relev legal framework relat anti corrupt good govern support engag inform action local anim good govern mongolia legal framework local orient appeal project counterpart coordin center focu stage project,0.15,0.3
overal object good govern activ montenegro ggam project help develop transpar function respons govern institut strengthen role civil societi privat sector counterpart institut montenegro project distinct interdepend compon reform busi regul licens strengthen civil societi oversight anti corrupt effort improv judici administr transpar ggam work strengthen public trust public administr court civil societi oversight activ investig journal,0.1,0.406666667
gener purpos justic reform project develop rule montenegro specif project support govern montenegro effort reform modern framework law affect oper judici implement structur chang judiciari mandat reform legisl improv oper court introduct modern case manag court administr practic procedur project assist effort increas suppli essenti equip materi montenegrin court,0.2,0.3
build achiev implement emphas provid youth women opportun particip local affair strengthen capac govern mobil revenu develop innov partnership deliv local servic local govern hope improv perform develop way better mobil local revenu establish standard procedur intern control mechan transpar manag promot public privat partnership intermunicip collabor effect provis local servic,0.0625,0.070833333
morocco econom competit project aim reduc barrier trade invest support legal regulatori reform seek improv busi climat morocco aim valor water resourc increas product competit employ agricultur sector support develop workforc need competit economi,0.2,0.2
program morocco support govern respons need busi busi effect contribut morocco goal expand econom growth creation ultim goal easier busi morocco regulatori reform invest promot legal reform improv commerci disput resolut,0.2,0.2
goal program promot democraci good govern transpar account equit govern institut nation subnat level project task build capac region audit court effect carri audit accord intern norm inspector gener ministri financ conduct intern audit develop implement leadership train program local elect offici implement participatori strateg plan process citi provinc region design implement nation integr plan budget enabl access long term financ citi region strengthen civil societi particip slum upgrad initi citi neighborhood,0.3625,0.475
morocco parliamentari support project support improv facet moroccan parliament work aim increas capac member parliament project design strengthen parliamentari committe develop special budget expertis parliament strengthen advocaci effort parliament,0.357142857,0.571428571
assess corrupt morocco,-0.5,1
make govern increasingli democrat mgid project mozambiqu aim capit opportun creat municip framework demonstr potenti democrat local govern partner municip nacala monapo guru_ chimoio vilankulo purpos ultim provid short long term technic assist train commod procur select municip order improv democrat govern process accomplish follow categori intervent implement local level citizen particip mechan develop municip plan manag capac strengthen municip revenu gener servic deliveri capac establish local level anti corrupt mechan dissemin best practic exist network,0.064285714,0.285714286
project support transit democraci commun outreach target youth margin group infrastructur commun train grant design spread awar elector process increas local engag particip peac process project strive improv effect polit institut expand access inform diversifi public debat issu critic transit,0,0.033333333
