,Index,Country Code,Country Name,Year,IncomeGroup,Corruption Perception Index,Gni Growth (Annual %),"Intentional Homicides (Per 100,000 People)",Food Production Index (2004-2006 = 100),Claims On Central Government (Annual Growth As % Of Broad Money),"Foreign Direct Investment, Net Inflows (% Of Gdp)",Import Value Index (2000 = 100),"Inflation, Consumer Prices (Annual %)",Claims On Private Sector (Annual Growth As % Of Broad Money),"Inflation, Gdp Deflator: Linked Series (Annual %)",Broad Money Growth (Annual %),Import Volume Index (2000 = 100),Merchandise Imports From Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Imports),Bank Liquid Reserves To Bank Assets Ratio (%),Total Tax And Contribution Rate (% Of Profit),Exports Of Goods And Services (% Of Gdp),Merchandise Imports From High-Income Economies (% Of Total Merchandise Imports),"Industry (Including Construction), Value Added (% Of Gdp)",Price Level Ratio Of Ppp Conversion Factor (Gdp) To Market Exchange Rate,Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Net Barter Terms Of Trade Index (2000 = 100),"Labor Force Participation Rate, Total (% Of Total Population Ages 15-64) (Modeled Ilo Estimate)","Foreign Direct Investment, Net Outflows (% Of Gdp)",Refugee Population By Country Or Territory Of Origin,Domestic Private Health Expenditure (% Of Current Health Expenditure),Trade In Services (% Of Gdp),Total Reserves (% Of Total External Debt),Military Expenditure (% Of General Government Expenditure),General Government Final Consumption Expenditure (% Of Gdp),"Access To Electricity, Rural (% Of Rural Population)"
116,312,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
117,313,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
118,314,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
119,315,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
120,316,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
121,317,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
122,318,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
123,319,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
124,320,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
125,321,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
126,322,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
127,323,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
128,324,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
129,325,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
130,326,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
131,327,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
132,328,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
133,329,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
134,330,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
135,331,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
136,332,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
137,333,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
138,334,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
139,335,AFG,Afghanistan,2011,Low income,15.0,3.64408618,4.087336724,110.74,-5.758811403999999,0.293038432,554.0455959,11.80418581,-16.31747117,16.59334672,21.30916836,309.6383945,63.28091856,67.45983259,35.8,17.17448856,21.25134452,22.74025248,0.34784756299999997,66.80593426,26.08962159,146.5436497,48.99300003,0.006386871999999999,2664423.0,73.25517273,23.33527852,241.4509515,8.302760046,12.92224991,29.57288077
140,336,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
141,337,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
142,338,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
143,339,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
144,340,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
145,341,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
146,342,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
147,343,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
148,344,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
149,345,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
150,346,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
151,347,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
152,348,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
153,349,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
154,350,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
155,351,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
156,352,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
157,353,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
158,354,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
159,355,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
160,356,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
161,357,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
162,358,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
163,359,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
164,360,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
165,361,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
166,362,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
167,363,AFG,Afghanistan,2012,Low income,8.0,4.969215016000001,6.2513281670000005,122.13,-0.743296394,0.284095594,771.2416744,6.441212809,1.232524148,7.3017564770000005,8.727729452,433.6260869,19.5062986,65.71570109,35.8,11.69851076,14.46560933,21.15780715,0.335220429,88.65620544,10.26906949,143.3108772,49.27399826,-0.044300716,2586132.0,74.48620605,18.16443173,262.0705889,4.696372865,12.43007715,60.84915676
168,364,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
169,365,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
170,366,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
171,367,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
172,368,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
173,369,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
174,370,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
175,371,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
176,372,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
177,373,AFG,Afghanistan,2013,Low income,8.0,5.188080404,5.822380689,119.31,-1.9209656130000001,0.23496514100000002,727.4804063999999,7.385771784,0.947105396,4.822785476,9.914483311,420.7271287,9.944255345,60.06361513,35.6,6.727290342000001,2.386722387,20.44460531,0.31613038600000004,80.57305811,16.84919602,143.2743931,49.45500183,0.002613283,2556483.0,72.04786682,11.70156283,281.7459538,4.311764354,12.08597326,61.28219864
