,Index,Country Code,Year,Country Name,Corruption Perception Index,IncomeGroup,region_USAID,region_WorldBank,Rural Population,"Access To Electricity, Rural (% Of Rural Population)",Food Production Index (2004-2006 = 100),Agricultural Land (% Of Land Area),Urban Population (% Of Total Population),Population Growth (Annual %),"Mortality Rate, Under-5 (Per 1,000 Live Births)","Foreign Direct Investment, Net Inflows (% Of Gdp)",Price Level Ratio Of Ppp Conversion Factor (Gdp) To Market Exchange Rate,Net Primary Income (Net Income From Abroad) (Current Us$),Gross Savings (% Of Gdp),Gni Growth (Annual %),Gross Domestic Savings (% Of Gdp),"Industry (Including Construction), Value Added (% Of Gdp)",Imports Of Goods And Services (% Of Gdp),Exports Of Goods And Services (% Of Gdp),General Government Final Consumption Expenditure (% Of Gdp),"Inflation, Consumer Prices (Annual %)","Inflation, Gdp Deflator: Linked Series (Annual %)",Public Credit Registry Coverage (% Of Adults),Private Credit Bureau Coverage (% Of Adults),Domestic Credit To Private Sector (% Of Gdp),Lending Interest Rate (%),Deposit Interest Rate (%),Broad Money Growth (Annual %),Broad Money (% Of Gdp),Claims On Private Sector (Annual Growth As % Of Broad Money),Claims On Central Government (Annual Growth As % Of Broad Money),Total Reserves (% Of Total External Debt),Bank Liquid Reserves To Bank Assets Ratio (%),"Foreign Direct Investment, Net Outflows (% Of Gdp)","Adolescent Fertility Rate (Births Per 1,000 Women Ages 15-19)",Prevalence Of Undernourishment (% Of Population),Refugee Population By Country Or Territory Of Origin,Domestic Private Health Expenditure (% Of Current Health Expenditure),Domestic General Government Health Expenditure (% Of Gdp),Lifetime Risk Of Maternal Death (%),"Mortality Rate, Neonatal (Per 1,000 Live Births)",Export Value Index (2000 = 100),Import Value Index (2000 = 100),Trade In Services (% Of Gdp),Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To High-Income Economies (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Merchandise Imports From Low- And Middle-Income Economies Within Region (% Of Total Merchandise Imports),Merchandise Imports From Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Imports),Merchandise Imports From High-Income Economies (% Of Total Merchandise Imports),Net Barter Terms Of Trade Index (2000 = 100),Merchandise Trade (% Of Gdp),Total Tax And Contribution Rate (% Of Profit),"Intentional Homicides (Per 100,000 People)",Military Expenditure (% Of General Government Expenditure),Military Expenditure (% Of Gdp),Population Ages 0-14 (% Of Total Population),Access To Clean Fuels And Technologies For Cooking (% Of Population),"People Using At Least Basic Drinking Water Services, Rural (% Of Rural Population)","People Using At Least Basic Sanitation Services, Rural (% Of Rural Population)","Labor Force Participation Rate, Total (% Of Total Population Ages 15-64) (Modeled Ilo Estimate)","Unemployment, Total (% Of Total Labor Force) (Modeled Ilo Estimate)",Gdp Per Person Employed (Constant 2017 Ppp $),"Wage And Salaried Workers, Total (% Of Total Employment) (Modeled Ilo Estimate)",Import Volume Index (2000 = 100),Trade (% Of Gdp)
340,480,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
341,481,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
342,482,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
343,483,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
344,484,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
345,485,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
346,486,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
347,487,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
348,488,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
349,489,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
350,490,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
351,491,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
352,492,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
353,493,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
354,494,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
355,495,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
356,496,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
357,497,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
358,498,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
359,499,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
360,500,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
361,501,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
362,502,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
363,503,AFG,2017,Afghanistan,15.0,Low income,South and Central Asia (SCA),South Asia,27131559.0,97.09197324,,,25.25,2.548346644,64.9,0.25522241100000004,0.252569402,248317448.2,24.53868691,,7.155705365,22.12766961,39.40446113,5.70973391,12.57142784,4.975951506,1.9477226419999998,1.0,0.0,3.5903799189999996,14.83666667,,4.093274968,34.44821047,0.403097319,-4.439011086,298.0278301,97.84893552,0.055768965999999996,68.957,29.8,2624265.0,75.48404694,0.600144407,3.063593252,38.0,568.0494057,644.6148299,7.969461399,83.05229315,4.138167408,12.80953944,20.08371075,63.14903204,15.03140968,168.7567961,41.40302777,71.4,6.678401441,3.65259209,0.9439634920000001,43.682526,,57.32129212,37.05230367,50.20700073,11.18400002,9048.191174,17.54999924,427.90768849999995,45.11419504
364,504,AFG,2018,Afghanistan,16.0,Low income,South and Central Asia (SCA),South Asia,27695286.0,98.27287218,,,25.495,2.3847611,62.5,0.612978578,0.233800547,190733866.0,20.00777059,,7.29230939,22.279911600000002,40.97560558,8.260286801,12.85906198,0.626149149,0.6177562360000001,1.3,0.0,3.3085288310000003,,,2.574153785,34.483489899999995,-0.581035976,-7.988514185,314.9925461,70.76263963,0.199152818,65.141,,2681267.0,,,2.9424888701399956,36.9,637.410423,629.8677774,10.89181847,84.28908269,4.120524152,11.59039315,19.54854789,67.67803744,11.42644208,164.6672286,42.55715552,71.4,6.655561152000001,3.721788053,0.9845605040000001,43.09017551,,,,50.412998200000004,11.05700016,8857.980086,17.60199928,393.2814566,49.23589238
365,505,AFG,2018,Afghanistan,16.0,Low income,South and Central Asia (SCA),South Asia,27695286.0,98.27287218,,,25.495,2.3847611,62.5,0.612978578,0.233800547,190733866.0,20.00777059,,7.29230939,22.279911600000002,40.97560558,8.260286801,12.85906198,0.626149149,0.6177562360000001,1.3,0.0,3.3085288310000003,,,2.574153785,34.483489899999995,-0.581035976,-7.988514185,314.9925461,70.76263963,0.199152818,65.141,,2681267.0,,,2.9424888701399956,36.9,637.410423,629.8677774,10.89181847,84.28908269,4.120524152,11.59039315,19.54854789,67.67803744,11.42644208,164.6672286,42.55715552,71.4,6.655561152000001,3.721788053,0.9845605040000001,43.09017551,,,,50.412998200000004,11.05700016,8857.980086,17.60199928,393.2814566,49.23589238
366,506,AFG,2018,Afghanistan,16.0,Low income,South and Central Asia (SCA),South Asia,27695286.0,98.27287218,,,25.495,2.3847611,62.5,0.612978578,0.233800547,190733866.0,20.00777059,,7.29230939,22.279911600000002,40.97560558,8.260286801,12.85906198,0.626149149,0.6177562360000001,1.3,0.0,3.3085288310000003,,,2.574153785,34.483489899999995,-0.581035976,-7.988514185,314.9925461,70.76263963,0.199152818,65.141,,2681267.0,,,2.9424888701399956,36.9,637.410423,629.8677774,10.89181847,84.28908269,4.120524152,11.59039315,19.54854789,67.67803744,11.42644208,164.6672286,42.55715552,71.4,6.655561152000001,3.721788053,0.9845605040000001,43.09017551,,,,50.412998200000004,11.05700016,8857.980086,17.60199928,393.2814566,49.23589238
367,507,AFG,2018,Afghanistan,16.0,Low income,South and Central Asia (SCA),South Asia,27695286.0,98.27287218,,,25.495,2.3847611,62.5,0.612978578,0.233800547,190733866.0,20.00777059,,7.29230939,22.279911600000002,40.97560558,8.260286801,12.85906198,0.626149149,0.6177562360000001,1.3,0.0,3.3085288310000003,,,2.574153785,34.483489899999995,-0.581035976,-7.988514185,314.9925461,70.76263963,0.199152818,65.141,,2681267.0,,,2.9424888701399956,36.9,637.410423,629.8677774,10.89181847,84.28908269,4.120524152,11.59039315,19.54854789,67.67803744,11.42644208,164.6672286,42.55715552,71.4,6.655561152000001,3.721788053,0.9845605040000001,43.09017551,,,,50.412998200000004,11.05700016,8857.980086,17.60199928,393.2814566,49.23589238
368,508,AFG,2018,Afghanistan,16.0,Low income,South and Central Asia (SCA),South Asia,27695286.0,98.27287218,,,25.495,2.3847611,62.5,0.612978578,0.233800547,190733866.0,20.00777059,,7.29230939,22.279911600000002,40.97560558,8.260286801,12.85906198,0.626149149,0.6177562360000001,1.3,0.0,3.3085288310000003,,,2.574153785,34.483489899999995,-0.581035976,-7.988514185,314.9925461,70.76263963,0.199152818,65.141,,2681267.0,,,2.9424888701399956,36.9,637.410423,629.8677774,10.89181847,84.28908269,4.120524152,11.59039315,19.54854789,67.67803744,11.42644208,164.6672286,42.55715552,71.4,6.655561152000001,3.721788053,0.9845605040000001,43.09017551,,,,50.412998200000004,11.05700016,8857.980086,17.60199928,393.2814566,49.23589238
369,509,AFG,2018,Afghanistan,16.0,Low income,South and Central Asia (SCA),South Asia,27695286.0,98.27287218,,,25.495,2.3847611,62.5,0.612978578,0.233800547,190733866.0,20.00777059,,7.29230939,22.279911600000002,40.97560558,8.260286801,12.85906198,0.626149149,0.6177562360000001,1.3,0.0,3.3085288310000003,,,2.574153785,34.483489899999995,-0.581035976,-7.988514185,314.9925461,70.76263963,0.199152818,65.141,,2681267.0,,,2.9424888701399956,36.9,637.410423,629.8677774,10.89181847,84.28908269,4.120524152,11.59039315,19.54854789,67.67803744,11.42644208,164.6672286,42.55715552,71.4,6.655561152000001,3.721788053,0.9845605040000001,43.09017551,,,,50.412998200000004,11.05700016,8857.980086,17.60199928,393.2814566,49.23589238
370,510,AFG,2018,Afghanistan,16.0,Low income,South and Central Asia (SCA),South Asia,27695286.0,98.27287218,,,25.495,2.3847611,62.5,0.612978578,0.233800547,190733866.0,20.00777059,,7.29230939,22.279911600000002,40.97560558,8.260286801,12.85906198,0.626149149,0.6177562360000001,1.3,0.0,3.3085288310000003,,,2.574153785,34.483489899999995,-0.581035976,-7.988514185,314.9925461,70.76263963,0.199152818,65.141,,2681267.0,,,2.9424888701399956,36.9,637.410423,629.8677774,10.89181847,84.28908269,4.120524152,11.59039315,19.54854789,67.67803744,11.42644208,164.6672286,42.55715552,71.4,6.655561152000001,3.721788053,0.9845605040000001,43.09017551,,,,50.412998200000004,11.05700016,8857.980086,17.60199928,393.2814566,49.23589238
