,Country Code,Year,Country Name,Export Value Index (2000 = 100),Import Value Index (2000 = 100),High-Technology Exports (% Of Manufactured Exports),Trade In Services (% Of Gdp),Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To High-Income Economies (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Merchandise Imports From Low- And Middle-Income Economies Within Region (% Of Total Merchandise Imports),Merchandise Imports From Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Imports),Merchandise Imports From High-Income Economies (% Of Total Merchandise Imports),Net Barter Terms Of Trade Index (2000 = 100),Merchandise Trade (% Of Gdp),Logistics Performance Index: Overall (1=Low To 5=High),"Burden Of Customs Procedure, Wef (1=Extremely Inefficient To 7=Extremely Efficient)",Total Tax And Contribution Rate (% Of Profit),Average Number Of Visits Or Required Meetings With Tax Officials (For Affected Firms),Firms Expected To Give Gifts In Meetings With Tax Officials (% Of Firms),Strength Of Legal Rights Index (0=Weak To 12=Strong),Time Spent Dealing With The Requirements Of Government Regulations (% Of Senior Management Time)
564,ALB,2000,Albania,100.0,100.0,,25.53187683,1.75250112,96.04408196,0.014209608,13.17486844,2.7262251689999997,83.28271013,100.0,38.84660981,,,,,,,
565,ALB,2000,Albania,100.0,100.0,,25.53187683,1.75250112,96.04408196,0.014209608,13.17486844,2.7262251689999997,83.28271013,100.0,38.84660981,,,,,,,
566,ALB,2000,Albania,100.0,100.0,,25.53187683,1.75250112,96.04408196,0.014209608,13.17486844,2.7262251689999997,83.28271013,100.0,38.84660981,,,,,,,
567,ALB,2000,Albania,100.0,100.0,,25.53187683,1.75250112,96.04408196,0.014209608,13.17486844,2.7262251689999997,83.28271013,100.0,38.84660981,,,,,,,
568,ALB,2001,Albania,117.4812605,121.64203729999998,,25.31297351,3.3872429910000004,93.43800903,0.062646041,13.44273775,3.925165564,82.17864968,98.96741605,41.66136051,,,,,,,
569,ALB,2001,Albania,117.4812605,121.64203729999998,,25.31297351,3.3872429910000004,93.43800903,0.062646041,13.44273775,3.925165564,82.17864968,98.96741605,41.66136051,,,,,,,
570,ALB,2001,Albania,117.4812605,121.64203729999998,,25.31297351,3.3872429910000004,93.43800903,0.062646041,13.44273775,3.925165564,82.17864968,98.96741605,41.66136051,,,,,,,
571,ALB,2001,Albania,117.4812605,121.64203729999998,,25.31297351,3.3872429910000004,93.43800903,0.062646041,13.44273775,3.925165564,82.17864968,98.96741605,41.66136051,,,,,,,
572,ALB,2001,Albania,117.4812605,121.64203729999998,,25.31297351,3.3872429910000004,93.43800903,0.062646041,13.44273775,3.925165564,82.17864968,98.96741605,41.66136051,,,,,,,
573,ALB,2001,Albania,117.4812605,121.64203729999998,,25.31297351,3.3872429910000004,93.43800903,0.062646041,13.44273775,3.925165564,82.17864968,98.96741605,41.66136051,,,,,,,
574,ALB,2001,Albania,117.4812605,121.64203729999998,,25.31297351,3.3872429910000004,93.43800903,0.062646041,13.44273775,3.925165564,82.17864968,98.96741605,41.66136051,,,,,,,
575,ALB,2001,Albania,117.4812605,121.64203729999998,,25.31297351,3.3872429910000004,93.43800903,0.062646041,13.44273775,3.925165564,82.17864968,98.96741605,41.66136051,,,,,,,
576,ALB,2002,Albania,129.856968,137.8497305,,26.95931656,2.557778968,95.1209848,0.040410971000000004,14.18574259,4.726065619,80.18710504,98.80495332,42.40961921,,,,,,,
577,ALB,2002,Albania,129.856968,137.8497305,,26.95931656,2.557778968,95.1209848,0.040410971000000004,14.18574259,4.726065619,80.18710504,98.80495332,42.40961921,,,,,,,
578,ALB,2002,Albania,129.856968,137.8497305,,26.95931656,2.557778968,95.1209848,0.040410971000000004,14.18574259,4.726065619,80.18710504,98.80495332,42.40961921,,,,,,,
579,ALB,2002,Albania,129.856968,137.8497305,,26.95931656,2.557778968,95.1209848,0.040410971000000004,14.18574259,4.726065619,80.18710504,98.80495332,42.40961921,,,,,,,
580,ALB,2002,Albania,129.856968,137.8497305,,26.95931656,2.557778968,95.1209848,0.040410971000000004,14.18574259,4.726065619,80.18710504,98.80495332,42.40961921,,,,,,,
581,ALB,2002,Albania,129.856968,137.8497305,,26.95931656,2.557778968,95.1209848,0.040410971000000004,14.18574259,4.726065619,80.18710504,98.80495332,42.40961921,,,,,,,
582,ALB,2002,Albania,129.856968,137.8497305,,26.95931656,2.557778968,95.1209848,0.040410971000000004,14.18574259,4.726065619,80.18710504,98.80495332,42.40961921,,,,,,,
583,ALB,2002,Albania,129.856968,137.8497305,,26.95931656,2.557778968,95.1209848,0.040410971000000004,14.18574259,4.726065619,80.18710504,98.80495332,42.40961921,,,,,,,
584,ALB,2003,Albania,171.3132936,170.88940630000005,,27.598182399999995,2.122439473,94.92600262,0.594185306,16.47961906,6.929206512,76.10154229,94.35249682,41.20116154,,,,,,,
585,ALB,2003,Albania,171.3132936,170.88940630000005,,27.598182399999995,2.122439473,94.92600262,0.594185306,16.47961906,6.929206512,76.10154229,94.35249682,41.20116154,,,,,,,
586,ALB,2003,Albania,171.3132936,170.88940630000005,,27.598182399999995,2.122439473,94.92600262,0.594185306,16.47961906,6.929206512,76.10154229,94.35249682,41.20116154,,,,,,,
587,ALB,2003,Albania,171.3132936,170.88940630000005,,27.598182399999995,2.122439473,94.92600262,0.594185306,16.47961906,6.929206512,76.10154229,94.35249682,41.20116154,,,,,,,
588,ALB,2003,Albania,171.3132936,170.88940630000005,,27.598182399999995,2.122439473,94.92600262,0.594185306,16.47961906,6.929206512,76.10154229,94.35249682,41.20116154,,,,,,,
589,ALB,2003,Albania,171.3132936,170.88940630000005,,27.598182399999995,2.122439473,94.92600262,0.594185306,16.47961906,6.929206512,76.10154229,94.35249682,41.20116154,,,,,,,
590,ALB,2003,Albania,171.3132936,170.88940630000005,,27.598182399999995,2.122439473,94.92600262,0.594185306,16.47961906,6.929206512,76.10154229,94.35249682,41.20116154,,,,,,,
591,ALB,2003,Albania,171.3132936,170.88940630000005,,27.598182399999995,2.122439473,94.92600262,0.594185306,16.47961906,6.929206512,76.10154229,94.35249682,41.20116154,,,,,,,
592,ALB,2004,Albania,231.52822400000002,211.6717392,,30.00279495,3.607511082,91.21150009,0.157144601,16.38730539,7.773302932000001,75.23053287,92.44335214,40.55851385,,,,,,,
593,ALB,2004,Albania,231.52822400000002,211.6717392,,30.00279495,3.607511082,91.21150009,0.157144601,16.38730539,7.773302932000001,75.23053287,92.44335214,40.55851385,,,,,,,
594,ALB,2004,Albania,231.52822400000002,211.6717392,,30.00279495,3.607511082,91.21150009,0.157144601,16.38730539,7.773302932000001,75.23053287,92.44335214,40.55851385,,,,,,,
595,ALB,2004,Albania,231.52822400000002,211.6717392,,30.00279495,3.607511082,91.21150009,0.157144601,16.38730539,7.773302932000001,75.23053287,92.44335214,40.55851385,,,,,,,
596,ALB,2004,Albania,231.52822400000002,211.6717392,,30.00279495,3.607511082,91.21150009,0.157144601,16.38730539,7.773302932000001,75.23053287,92.44335214,40.55851385,,,,,,,
597,ALB,2004,Albania,231.52822400000002,211.6717392,,30.00279495,3.607511082,91.21150009,0.157144601,16.38730539,7.773302932000001,75.23053287,92.44335214,40.55851385,,,,,,,
598,ALB,2004,Albania,231.52822400000002,211.6717392,,30.00279495,3.607511082,91.21150009,0.157144601,16.38730539,7.773302932000001,75.23053287,92.44335214,40.55851385,,,,,,,
599,ALB,2004,Albania,231.52822400000002,211.6717392,,30.00279495,3.607511082,91.21150009,0.157144601,16.38730539,7.773302932000001,75.23053287,92.44335214,40.55851385,,,,,,,
600,ALB,2005,Albania,251.6444852,239.9985332,,32.90511594,4.468733217,92.65349479,0.943735771,20.59074072,9.705128364,69.45487209,91.62800804,40.71000008,,,58.6,,82.0,,9.9
601,ALB,2005,Albania,251.6444852,239.9985332,,32.90511594,4.468733217,92.65349479,0.943735771,20.59074072,9.705128364,69.45487209,91.62800804,40.71000008,,,58.6,,82.0,,9.9
602,ALB,2005,Albania,251.6444852,239.9985332,,32.90511594,4.468733217,92.65349479,0.943735771,20.59074072,9.705128364,69.45487209,91.62800804,40.71000008,,,58.6,,82.0,,9.9
603,ALB,2005,Albania,251.6444852,239.9985332,,32.90511594,4.468733217,92.65349479,0.943735771,20.59074072,9.705128364,69.45487209,91.62800804,40.71000008,,,58.6,,82.0,,9.9
604,ALB,2005,Albania,251.6444852,239.9985332,,32.90511594,4.468733217,92.65349479,0.943735771,20.59074072,9.705128364,69.45487209,91.62800804,40.71000008,,,58.6,,82.0,,9.9
605,ALB,2005,Albania,251.6444852,239.9985332,,32.90511594,4.468733217,92.65349479,0.943735771,20.59074072,9.705128364,69.45487209,91.62800804,40.71000008,,,58.6,,82.0,,9.9
606,ALB,2005,Albania,251.6444852,239.9985332,,32.90511594,4.468733217,92.65349479,0.943735771,20.59074072,9.705128364,69.45487209,91.62800804,40.71000008,,,58.6,,82.0,,9.9
607,ALB,2005,Albania,251.6444852,239.9985332,,32.90511594,4.468733217,92.65349479,0.943735771,20.59074072,9.705128364,69.45487209,91.62800804,40.71000008,,,58.6,,82.0,,9.9
608,ALB,2006,Albania,305.1858651,280.3344212,,36.18793009,4.650057424,93.97488816,1.367041802,22.8793401,9.296400793,67.8093424,91.64816182,43.277518,,,56.9,,,,
609,ALB,2006,Albania,305.1858651,280.3344212,,36.18793009,4.650057424,93.97488816,1.367041802,22.8793401,9.296400793,67.8093424,91.64816182,43.277518,,,56.9,,,,
610,ALB,2006,Albania,305.1858651,280.3344212,,36.18793009,4.650057424,93.97488816,1.367041802,22.8793401,9.296400793,67.8093424,91.64816182,43.277518,,,56.9,,,,
611,ALB,2006,Albania,305.1858651,280.3344212,,36.18793009,4.650057424,93.97488816,1.367041802,22.8793401,9.296400793,67.8093424,91.64816182,43.277518,,,56.9,,,,
612,ALB,2006,Albania,305.1858651,280.3344212,,36.18793009,4.650057424,93.97488816,1.367041802,22.8793401,9.296400793,67.8093424,91.64816182,43.277518,,,56.9,,,,
613,ALB,2006,Albania,305.1858651,280.3344212,,36.18793009,4.650057424,93.97488816,1.367041802,22.8793401,9.296400793,67.8093424,91.64816182,43.277518,,,56.9,,,,
614,ALB,2006,Albania,305.1858651,280.3344212,,36.18793009,4.650057424,93.97488816,1.367041802,22.8793401,9.296400793,67.8093424,91.64816182,43.277518,,,56.9,,,,
615,ALB,2006,Albania,305.1858651,280.3344212,,36.18793009,4.650057424,93.97488816,1.367041802,22.8793401,9.296400793,67.8093424,91.64816182,43.277518,,,56.9,,,,
616,ALB,2007,Albania,412.1080006,383.8793957,,37.73411711,7.258789721,88.82397766,3.914698987,20.74113758,10.76304569,68.38634639,91.25127842,49.35694785,2.08,2.985507246,46.3,4.6,22.4,,18.7
617,ALB,2007,Albania,412.1080006,383.8793957,,37.73411711,7.258789721,88.82397766,3.914698987,20.74113758,10.76304569,68.38634639,91.25127842,49.35694785,2.08,2.985507246,46.3,4.6,22.4,,18.7
618,ALB,2007,Albania,412.1080006,383.8793957,,37.73411711,7.258789721,88.82397766,3.914698987,20.74113758,10.76304569,68.38634639,91.25127842,49.35694785,2.08,2.985507246,46.3,4.6,22.4,,18.7
619,ALB,2007,Albania,412.1080006,383.8793957,,37.73411711,7.258789721,88.82397766,3.914698987,20.74113758,10.76304569,68.38634639,91.25127842,49.35694785,2.08,2.985507246,46.3,4.6,22.4,,18.7
620,ALB,2007,Albania,412.1080006,383.8793957,,37.73411711,7.258789721,88.82397766,3.914698987,20.74113758,10.76304569,68.38634639,91.25127842,49.35694785,2.08,2.985507246,46.3,4.6,22.4,,18.7
621,ALB,2007,Albania,412.1080006,383.8793957,,37.73411711,7.258789721,88.82397766,3.914698987,20.74113758,10.76304569,68.38634639,91.25127842,49.35694785,2.08,2.985507246,46.3,4.6,22.4,,18.7
622,ALB,2007,Albania,412.1080006,383.8793957,,37.73411711,7.258789721,88.82397766,3.914698987,20.74113758,10.76304569,68.38634639,91.25127842,49.35694785,2.08,2.985507246,46.3,4.6,22.4,,18.7
623,ALB,2007,Albania,412.1080006,383.8793957,,37.73411711,7.258789721,88.82397766,3.914698987,20.74113758,10.76304569,68.38634639,91.25127842,49.35694785,2.08,2.985507246,46.3,4.6,22.4,,18.7
624,ALB,2008,Albania,518.1390546,481.3354846,,39.65616948,17.36597428,79.72495315,2.908203303,22.47920677,11.4601438,66.01574982,90.48279073,51.2523757,,3.100531778,50.0,,,,
625,ALB,2008,Albania,518.1390546,481.3354846,,39.65616948,17.36597428,79.72495315,2.908203303,22.47920677,11.4601438,66.01574982,90.48279073,51.2523757,,3.100531778,50.0,,,,
626,ALB,2008,Albania,518.1390546,481.3354846,,39.65616948,17.36597428,79.72495315,2.908203303,22.47920677,11.4601438,66.01574982,90.48279073,51.2523757,,3.100531778,50.0,,,,
627,ALB,2008,Albania,518.1390546,481.3354846,,39.65616948,17.36597428,79.72495315,2.908203303,22.47920677,11.4601438,66.01574982,90.48279073,51.2523757,,3.100531778,50.0,,,,
628,ALB,2008,Albania,518.1390546,481.3354846,,39.65616948,17.36597428,79.72495315,2.908203303,22.47920677,11.4601438,66.01574982,90.48279073,51.2523757,,3.100531778,50.0,,,,
629,ALB,2008,Albania,518.1390546,481.3354846,,39.65616948,17.36597428,79.72495315,2.908203303,22.47920677,11.4601438,66.01574982,90.48279073,51.2523757,,3.100531778,50.0,,,,
630,ALB,2008,Albania,518.1390546,481.3354846,,39.65616948,17.36597428,79.72495315,2.908203303,22.47920677,11.4601438,66.01574982,90.48279073,51.2523757,,3.100531778,50.0,,,,
631,ALB,2008,Albania,518.1390546,481.3354846,,39.65616948,17.36597428,79.72495315,2.908203303,22.47920677,11.4601438,66.01574982,90.48279073,51.2523757,,3.100531778,50.0,,,,
632,ALB,2009,Albania,417.08734889999994,417.1125005,1.328023605,40.60133903,13.75743124,80.09876650000002,5.6808304660000015,18.90647758,11.38241172,69.61941269,90.65621759999999,46.86063879,,3.572883268,44.0,,,,
633,ALB,2009,Albania,417.08734889999994,417.1125005,1.328023605,40.60133903,13.75743124,80.09876650000002,5.6808304660000015,18.90647758,11.38241172,69.61941269,90.65621759999999,46.86063879,,3.572883268,44.0,,,,
634,ALB,2009,Albania,417.08734889999994,417.1125005,1.328023605,40.60133903,13.75743124,80.09876650000002,5.6808304660000015,18.90647758,11.38241172,69.61941269,90.65621759999999,46.86063879,,3.572883268,44.0,,,,
635,ALB,2009,Albania,417.08734889999994,417.1125005,1.328023605,40.60133903,13.75743124,80.09876650000002,5.6808304660000015,18.90647758,11.38241172,69.61941269,90.65621759999999,46.86063879,,3.572883268,44.0,,,,
636,ALB,2009,Albania,417.08734889999994,417.1125005,1.328023605,40.60133903,13.75743124,80.09876650000002,5.6808304660000015,18.90647758,11.38241172,69.61941269,90.65621759999999,46.86063879,,3.572883268,44.0,,,,
637,ALB,2009,Albania,417.08734889999994,417.1125005,1.328023605,40.60133903,13.75743124,80.09876650000002,5.6808304660000015,18.90647758,11.38241172,69.61941269,90.65621759999999,46.86063879,,3.572883268,44.0,,,,
638,ALB,2009,Albania,417.08734889999994,417.1125005,1.328023605,40.60133903,13.75743124,80.09876650000002,5.6808304660000015,18.90647758,11.38241172,69.61941269,90.65621759999999,46.86063879,,3.572883268,44.0,,,,
639,ALB,2009,Albania,417.08734889999994,417.1125005,1.328023605,40.60133903,13.75743124,80.09876650000002,5.6808304660000015,18.90647758,11.38241172,69.61941269,90.65621759999999,46.86063879,,3.572883268,44.0,,,,
640,ALB,2010,Albania,590.7193667,403.9034139,1.4646726780000001,38.48219452,16.39441456,76.40721955,6.885566217999999,19.81416961,10.17683554,69.91026225,94.74331273,49.88711048,2.46,4.027442853999999,40.6,,,,
641,ALB,2010,Albania,590.7193667,403.9034139,1.4646726780000001,38.48219452,16.39441456,76.40721955,6.885566217999999,19.81416961,10.17683554,69.91026225,94.74331273,49.88711048,2.46,4.027442853999999,40.6,,,,
642,ALB,2010,Albania,590.7193667,403.9034139,1.4646726780000001,38.48219452,16.39441456,76.40721955,6.885566217999999,19.81416961,10.17683554,69.91026225,94.74331273,49.88711048,2.46,4.027442853999999,40.6,,,,
643,ALB,2010,Albania,590.7193667,403.9034139,1.4646726780000001,38.48219452,16.39441456,76.40721955,6.885566217999999,19.81416961,10.17683554,69.91026225,94.74331273,49.88711048,2.46,4.027442853999999,40.6,,,,
644,ALB,2010,Albania,590.7193667,403.9034139,1.4646726780000001,38.48219452,16.39441456,76.40721955,6.885566217999999,19.81416961,10.17683554,69.91026225,94.74331273,49.88711048,2.46,4.027442853999999,40.6,,,,
645,ALB,2010,Albania,590.7193667,403.9034139,1.4646726780000001,38.48219452,16.39441456,76.40721955,6.885566217999999,19.81416961,10.17683554,69.91026225,94.74331273,49.88711048,2.46,4.027442853999999,40.6,,,,
646,ALB,2010,Albania,590.7193667,403.9034139,1.4646726780000001,38.48219452,16.39441456,76.40721955,6.885566217999999,19.81416961,10.17683554,69.91026225,94.74331273,49.88711048,2.46,4.027442853999999,40.6,,,,
647,ALB,2010,Albania,590.7193667,403.9034139,1.4646726780000001,38.48219452,16.39441456,76.40721955,6.885566217999999,19.81416961,10.17683554,69.91026225,94.74331273,49.88711048,2.46,4.027442853999999,40.6,,,,
648,ALB,2011,Albania,746.1541992000001,494.63266839999994,1.0162901979999999,39.26942863,21.13741952,75.3954041,3.2547800419999997,18.57340455,9.95630451,71.46577543,94.24817375,56.86241131,,4.2,38.7,,,,
649,ALB,2011,Albania,746.1541992000001,494.63266839999994,1.0162901979999999,39.26942863,21.13741952,75.3954041,3.2547800419999997,18.57340455,9.95630451,71.46577543,94.24817375,56.86241131,,4.2,38.7,,,,
650,ALB,2011,Albania,746.1541992000001,494.63266839999994,1.0162901979999999,39.26942863,21.13741952,75.3954041,3.2547800419999997,18.57340455,9.95630451,71.46577543,94.24817375,56.86241131,,4.2,38.7,,,,
651,ALB,2011,Albania,746.1541992000001,494.63266839999994,1.0162901979999999,39.26942863,21.13741952,75.3954041,3.2547800419999997,18.57340455,9.95630451,71.46577543,94.24817375,56.86241131,,4.2,38.7,,,,
652,ALB,2011,Albania,746.1541992000001,494.63266839999994,1.0162901979999999,39.26942863,21.13741952,75.3954041,3.2547800419999997,18.57340455,9.95630451,71.46577543,94.24817375,56.86241131,,4.2,38.7,,,,
653,ALB,2011,Albania,746.1541992000001,494.63266839999994,1.0162901979999999,39.26942863,21.13741952,75.3954041,3.2547800419999997,18.57340455,9.95630451,71.46577543,94.24817375,56.86241131,,4.2,38.7,,,,
654,ALB,2011,Albania,746.1541992000001,494.63266839999994,1.0162901979999999,39.26942863,21.13741952,75.3954041,3.2547800419999997,18.57340455,9.95630451,71.46577543,94.24817375,56.86241131,,4.2,38.7,,,,
655,ALB,2011,Albania,746.1541992000001,494.63266839999994,1.0162901979999999,39.26942863,21.13741952,75.3954041,3.2547800419999997,18.57340455,9.95630451,71.46577543,94.24817375,56.86241131,,4.2,38.7,,,,
656,ALB,2012,Albania,752.6346182999997,447.57031280000007,0.9253227709999999,34.92659179,16.74151091,78.33703223,4.397311065,21.43989617,9.910476923,68.50808705,95.70232888,55.56894746,2.77,3.7,38.8,,,,
657,ALB,2012,Albania,752.6346182999997,447.57031280000007,0.9253227709999999,34.92659179,16.74151091,78.33703223,4.397311065,21.43989617,9.910476923,68.50808705,95.70232888,55.56894746,2.77,3.7,38.8,,,,
658,ALB,2012,Albania,752.6346182999997,447.57031280000007,0.9253227709999999,34.92659179,16.74151091,78.33703223,4.397311065,21.43989617,9.910476923,68.50808705,95.70232888,55.56894746,2.77,3.7,38.8,,,,
659,ALB,2012,Albania,752.6346182999997,447.57031280000007,0.9253227709999999,34.92659179,16.74151091,78.33703223,4.397311065,21.43989617,9.910476923,68.50808705,95.70232888,55.56894746,2.77,3.7,38.8,,,,
660,ALB,2012,Albania,752.6346182999997,447.57031280000007,0.9253227709999999,34.92659179,16.74151091,78.33703223,4.397311065,21.43989617,9.910476923,68.50808705,95.70232888,55.56894746,2.77,3.7,38.8,,,,
661,ALB,2012,Albania,752.6346182999997,447.57031280000007,0.9253227709999999,34.92659179,16.74151091,78.33703223,4.397311065,21.43989617,9.910476923,68.50808705,95.70232888,55.56894746,2.77,3.7,38.8,,,,
662,ALB,2012,Albania,752.6346182999997,447.57031280000007,0.9253227709999999,34.92659179,16.74151091,78.33703223,4.397311065,21.43989617,9.910476923,68.50808705,95.70232888,55.56894746,2.77,3.7,38.8,,,,
663,ALB,2012,Albania,752.6346182999997,447.57031280000007,0.9253227709999999,34.92659179,16.74151091,78.33703223,4.397311065,21.43989617,9.910476923,68.50808705,95.70232888,55.56894746,2.77,3.7,38.8,,,,
664,ALB,2013,Albania,891.6876461,449.4048,0.889663522,33.36075944,19.44281049,74.58684502,5.469354066,19.26713579,12.85525821,67.3575344,95.27850962,56.81650436,,3.3,31.7,5.7,18.4,7.0,7.4
665,ALB,2013,Albania,891.6876461,449.4048,0.889663522,33.36075944,19.44281049,74.58684502,5.469354066,19.26713579,12.85525821,67.3575344,95.27850962,56.81650436,,3.3,31.7,5.7,18.4,7.0,7.4
666,ALB,2013,Albania,891.6876461,449.4048,0.889663522,33.36075944,19.44281049,74.58684502,5.469354066,19.26713579,12.85525821,67.3575344,95.27850962,56.81650436,,3.3,31.7,5.7,18.4,7.0,7.4
667,ALB,2013,Albania,891.6876461,449.4048,0.889663522,33.36075944,19.44281049,74.58684502,5.469354066,19.26713579,12.85525821,67.3575344,95.27850962,56.81650436,,3.3,31.7,5.7,18.4,7.0,7.4
668,ALB,2013,Albania,891.6876461,449.4048,0.889663522,33.36075944,19.44281049,74.58684502,5.469354066,19.26713579,12.85525821,67.3575344,95.27850962,56.81650436,,3.3,31.7,5.7,18.4,7.0,7.4
669,ALB,2013,Albania,891.6876461,449.4048,0.889663522,33.36075944,19.44281049,74.58684502,5.469354066,19.26713579,12.85525821,67.3575344,95.27850962,56.81650436,,3.3,31.7,5.7,18.4,7.0,7.4
670,ALB,2013,Albania,891.6876461,449.4048,0.889663522,33.36075944,19.44281049,74.58684502,5.469354066,19.26713579,12.85525821,67.3575344,95.27850962,56.81650436,,3.3,31.7,5.7,18.4,7.0,7.4
671,ALB,2013,Albania,891.6876461,449.4048,0.889663522,33.36075944,19.44281049,74.58684502,5.469354066,19.26713579,12.85525821,67.3575344,95.27850962,56.81650436,,3.3,31.7,5.7,18.4,7.0,7.4
672,ALB,2014,Albania,929.5671982999999,479.4435978,0.257205729,34.480297799999995,20.64897979,74.10234387,4.748773338,21.0318908,12.24134474,66.48727455,93.67623943,57.83880184,,3.4,31.6,,,6.0,
673,ALB,2014,Albania,929.5671982999999,479.4435978,0.257205729,34.480297799999995,20.64897979,74.10234387,4.748773338,21.0318908,12.24134474,66.48727455,93.67623943,57.83880184,,3.4,31.6,,,6.0,
674,ALB,2014,Albania,929.5671982999999,479.4435978,0.257205729,34.480297799999995,20.64897979,74.10234387,4.748773338,21.0318908,12.24134474,66.48727455,93.67623943,57.83880184,,3.4,31.6,,,6.0,
675,ALB,2014,Albania,929.5671982999999,479.4435978,0.257205729,34.480297799999995,20.64897979,74.10234387,4.748773338,21.0318908,12.24134474,66.48727455,93.67623943,57.83880184,,3.4,31.6,,,6.0,
676,ALB,2014,Albania,929.5671982999999,479.4435978,0.257205729,34.480297799999995,20.64897979,74.10234387,4.748773338,21.0318908,12.24134474,66.48727455,93.67623943,57.83880184,,3.4,31.6,,,6.0,
677,ALB,2014,Albania,929.5671982999999,479.4435978,0.257205729,34.480297799999995,20.64897979,74.10234387,4.748773338,21.0318908,12.24134474,66.48727455,93.67623943,57.83880184,,3.4,31.6,,,6.0,
678,ALB,2014,Albania,929.5671982999999,479.4435978,0.257205729,34.480297799999995,20.64897979,74.10234387,4.748773338,21.0318908,12.24134474,66.48727455,93.67623943,57.83880184,,3.4,31.6,,,6.0,
679,ALB,2014,Albania,929.5671982999999,479.4435978,0.257205729,34.480297799999995,20.64897979,74.10234387,4.748773338,21.0318908,12.24134474,66.48727455,93.67623943,57.83880184,,3.4,31.6,,,6.0,
680,ALB,2015,Albania,733.0066501,394.3906696,1.633274123,34.3873511,22.50678329,73.13559904,3.855556303,21.38481644,13.87054008,64.31318719,92.55933096,54.61564884,,3.534114198,36.9,,,6.0,
681,ALB,2015,Albania,733.0066501,394.3906696,1.633274123,34.3873511,22.50678329,73.13559904,3.855556303,21.38481644,13.87054008,64.31318719,92.55933096,54.61564884,,3.534114198,36.9,,,6.0,
682,ALB,2015,Albania,733.0066501,394.3906696,1.633274123,34.3873511,22.50678329,73.13559904,3.855556303,21.38481644,13.87054008,64.31318719,92.55933096,54.61564884,,3.534114198,36.9,,,6.0,
683,ALB,2015,Albania,733.0066501,394.3906696,1.633274123,34.3873511,22.50678329,73.13559904,3.855556303,21.38481644,13.87054008,64.31318719,92.55933096,54.61564884,,3.534114198,36.9,,,6.0,
684,ALB,2015,Albania,733.0066501,394.3906696,1.633274123,34.3873511,22.50678329,73.13559904,3.855556303,21.38481644,13.87054008,64.31318719,92.55933096,54.61564884,,3.534114198,36.9,,,6.0,
685,ALB,2015,Albania,733.0066501,394.3906696,1.633274123,34.3873511,22.50678329,73.13559904,3.855556303,21.38481644,13.87054008,64.31318719,92.55933096,54.61564884,,3.534114198,36.9,,,6.0,
686,ALB,2015,Albania,733.0066501,394.3906696,1.633274123,34.3873511,22.50678329,73.13559904,3.855556303,21.38481644,13.87054008,64.31318719,92.55933096,54.61564884,,3.534114198,36.9,,,6.0,
687,ALB,2015,Albania,733.0066501,394.3906696,1.633274123,34.3873511,22.50678329,73.13559904,3.855556303,21.38481644,13.87054008,64.31318719,92.55933096,54.61564884,,3.534114198,36.9,,,6.0,
688,ALB,2016,Albania,749.212858,422.92547469999994,0.7842468290000001,37.27735331,17.49608614,78.04880161,4.193671043999999,19.52110522,14.20037682,66.13259122,93.42326869,55.40754357,2.412498,3.5,36.9,,,6.0,
689,ALB,2016,Albania,749.212858,422.92547469999994,0.7842468290000001,37.27735331,17.49608614,78.04880161,4.193671043999999,19.52110522,14.20037682,66.13259122,93.42326869,55.40754357,2.412498,3.5,36.9,,,6.0,
690,ALB,2016,Albania,749.212858,422.92547469999994,0.7842468290000001,37.27735331,17.49608614,78.04880161,4.193671043999999,19.52110522,14.20037682,66.13259122,93.42326869,55.40754357,2.412498,3.5,36.9,,,6.0,
691,ALB,2016,Albania,749.212858,422.92547469999994,0.7842468290000001,37.27735331,17.49608614,78.04880161,4.193671043999999,19.52110522,14.20037682,66.13259122,93.42326869,55.40754357,2.412498,3.5,36.9,,,6.0,
692,ALB,2016,Albania,749.212858,422.92547469999994,0.7842468290000001,37.27735331,17.49608614,78.04880161,4.193671043999999,19.52110522,14.20037682,66.13259122,93.42326869,55.40754357,2.412498,3.5,36.9,,,6.0,
693,ALB,2016,Albania,749.212858,422.92547469999994,0.7842468290000001,37.27735331,17.49608614,78.04880161,4.193671043999999,19.52110522,14.20037682,66.13259122,93.42326869,55.40754357,2.412498,3.5,36.9,,,6.0,
694,ALB,2016,Albania,749.212858,422.92547469999994,0.7842468290000001,37.27735331,17.49608614,78.04880161,4.193671043999999,19.52110522,14.20037682,66.13259122,93.42326869,55.40754357,2.412498,3.5,36.9,,,6.0,
695,ALB,2016,Albania,749.212858,422.92547469999994,0.7842468290000001,37.27735331,17.49608614,78.04880161,4.193671043999999,19.52110522,14.20037682,66.13259122,93.42326869,55.40754357,2.412498,3.5,36.9,,,6.0,
696,ALB,2017,Albania,876.7299780999997,483.17105250000003,0.095825626,40.39388624,18.75773884,77.05302481,4.088900541,21.25338572,13.7815624,64.91883778,94.4383893,58.08892528,,4.0,37.3,,,8.0,
